   192
  8     2.9403394181    1.0927612124    2.2551707336    0.7523943874    1.4303142424    0.3518665342    0.9148702412    0.1251811544    0.7594469554    0.5525463357    0.5537065642    0.3573303794    0.3985962737    0.1760059305    0.1849076724    0.0270432464    0.0183439976    0.0007951598    0.2312265120    0.0133172442    0.0358974562    0.0844432801    0.0554879972    0.0073459815    0.0003097010    0.0541957778    0.0388547330    0.0008747376    0.0177283012    0.0112906750
  1     2.6570379932    1.5156196852    1.9396181722    1.1585414104    1.0709799376    0.7286056747    0.5291332298    0.4628802859    0.3857705573    0.6151093404    0.2893865462    0.3221548500    0.2118575370    0.1550093775    0.1044425873    0.0447678659    0.0213623288    0.0264737105    0.0216507728    0.1700175983    0.0216479913    0.0076220045    0.0921131799    0.0050873110    0.0039981864    0.0264973099    0.0023356772
  1     2.3902692946    1.3709172413    1.7250384018    1.0381361610    0.9352093995    0.6515932407    0.4516625539    0.4215392810    0.3616588475    0.5122949267    0.2692313993    0.2553958377    0.1886291534    0.1330524972    0.0804697992    0.0443927895    0.0192476710    0.0244103377    0.0163746225    0.1499127874    0.0146425628    0.0055767047    0.0798986678    0.0037604814    0.0027368000    0.0238670868    0.0023029238
  8     2.5187516297    0.9077106778    1.8886691920    0.6068290846    1.1726389249    0.2716060610    0.7671882807    0.0947199796    0.6787322229    0.4065736817    0.5416301706    0.2604472370    0.4039629056    0.1456149670    0.1901555390    0.0453274146    0.0125023543    0.0004291163    0.1665295297    0.0087567031    0.0239360004    0.0599603520    0.0389637847    0.0045788527    0.0001682130    0.0361520604    0.0265115104    0.0005360023    0.0154030059    0.0098040458
  1     2.3090319300    1.3654216669    1.6656203313    1.0555869389    0.9149328690    0.6935333546    0.4622179127    0.4683807974    0.4081258744    0.5452612540    0.3005556273    0.2974042065    0.2121629610    0.1646383692    0.1012905264    0.0681431655    0.0221663462    0.0186182471    0.0236765775    0.1418386432    0.0196821835    0.0092185068    0.0818170819    0.0037304025    0.0037420426    0.0262593243    0.0027755620
  1     2.1502746073    1.2682023462    1.5194186045    0.9537230820    0.7938839037    0.5886849169    0.3813554515    0.3732409128    0.3154339276    0.4337560749    0.2544174026    0.2539044512    0.1945673327    0.1588931370    0.0888846337    0.0681235615    0.0102684071    0.0195695141    0.0111079668    0.1182502047    0.0111303190    0.0025102754    0.0633762881    0.0034143914    0.0027466778    0.0218517298    0.0027471834
  8     2.7093037725    0.9786591185    2.0700648942    0.6559620480    1.3146928860    0.2866650410    0.8529318587    0.0911037105    0.7207943899    0.4222232399    0.5366036312    0.2291051753    0.3920513596    0.0843119750    0.1791768808    0.0070431610    0.0131163234    0.0003202194    0.1816385242    0.0102288312    0.0303205293    0.0652322691    0.0487092553    0.0049140563    0.0001917245    0.0445963324    0.0258395335    0.0005907360    0.0161368526    0.0098692482
  1     2.2113586120    1.2922034476    1.5843716194    0.9762881468    0.8515058469    0.6030654839    0.4125207262    0.3778191477    0.3145425834    0.4710303329    0.2503461247    0.2500156569    0.1888128295    0.1333844838    0.0829926230    0.0420955807    0.0105707691    0.0187653160    0.0119490968    0.1265974443    0.0122210511    0.0027513350    0.0666847840    0.0030789989    0.0025131866    0.0206074279    0.0021908225
  1     2.2518387712    1.3129755493    1.6270834625    0.9952931949    0.8823359794    0.6199115593    0.4272267573    0.3977496641    0.3403960720    0.4853658466    0.2664091922    0.2535488656    0.2017872692    0.1350932772    0.0961837704    0.0421503595    0.0123942785    0.0195527763    0.0103422677    0.1275179410    0.0144659138    0.0040784414    0.0700567156    0.0029825020    0.0030115024    0.0214934808    0.0021894383
  8     2.4553845118    0.8921748300    1.8964425682    0.6106620965    1.2426136129    0.2874383271    0.8404571819    0.1060750363    0.7422643105    0.4514619513    0.5494844965    0.3065108820    0.3766914651    0.1769770945    0.1576904523    0.0507343857    0.0133244957    0.0005918580    0.1688988674    0.0073255881    0.0281868699    0.0559273642    0.0501055886    0.0058902791    0.0001723716    0.0411691045    0.0311787253    0.0004155179    0.0170562552    0.0100073448
  1     2.0898986228    1.2619431590    1.5283383040    0.9722211150    0.8488133205    0.6158057316    0.4234680563    0.3906012547    0.3243489063    0.4957502432    0.2539485957    0.2618897889    0.1911408761    0.1296213891    0.0852905212    0.0381235361    0.0123989091    0.0194884147    0.0130006980    0.1301054666    0.0132622380    0.0032561224    0.0712286516    0.0040027322    0.0027773453    0.0214255253    0.0019467854
  1     2.0869076431    1.2684329321    1.5160849140    0.9802633173    0.8385419443    0.6444545935    0.4210071915    0.4376217976    0.3876344147    0.4969364462    0.2821546552    0.2671746345    0.1852276878    0.1314754201    0.0724223655    0.0381372990    0.0183164656    0.0166999334    0.0153547694    0.1313350745    0.0153425555    0.0076738435    0.0769872987    0.0032834269    0.0030944533    0.0243908574    0.0020074216
  8     2.8329508861    1.0771851013    2.1372351560    0.7284047046    1.3270859826    0.3295913727    0.8479661545    0.1138410288    0.7182180928    0.5010536024    0.5445751798    0.3161476337    0.4002141657    0.1572423631    0.1890591632    0.0299602166    0.0162776799    0.0006493634    0.2097875058    0.0121097223    0.0311784978    0.0756590683    0.0466228588    0.0058927712    0.0002304026    0.0456707406    0.0333020904    0.0006582794    0.0161856649    0.0108271102
  1     2.4249836225    1.4292780211    1.7328863849    1.0813903666    0.9263097045    0.6801333675    0.4512809994    0.4447699966    0.3875065720    0.5196249669    0.2830616565    0.2865248607    0.1872237173    0.1602691872    0.0745070025    0.0636983639    0.0220508518    0.0220862358    0.0188265530    0.1440092743    0.0166184156    0.0076038012    0.0796831289    0.0033638525    0.0033520463    0.0259453205    0.0027034227
  1     2.4680490767    1.4484887982    1.7779459547    1.1044374810    0.9617728273    0.6927982327    0.4717967506    0.4404068192    0.3662486428    0.5439728965    0.2824441338    0.3002765666    0.2183046804    0.1681571676    0.1145884900    0.0640315758    0.0182685380    0.0248086801    0.0206006082    0.1501422673    0.0181211306    0.0057760007    0.0789182380    0.0042243833    0.0036373343    0.0240959181    0.0026165331
