     Conf.      atom   element    Ref. charge(e)      NN charge(e)          Ref. energy(Ha)            NN energy(Ha)
         1        49         8       -0.28136000       -0.27047710               0.00000000             -55.64441809
         1        50         1        0.12672600        0.12609741               0.00000000              19.19644689
         1        51         1        0.13126000        0.14287495               0.00000000              19.19727627
         1        52         8       -0.26076100       -0.27097466               0.00000000             -55.64241797
         1        53         1        0.14988300        0.14725309               0.00000000              19.19786057
         1        54         1        0.14560700        0.13500540               0.00000000              19.19672770
         1        55         8       -0.28161700       -0.28594533               0.00000000             -55.64361522
         1        56         1        0.12969300        0.13111622               0.00000000              19.19644663
         1        57         1        0.13579300        0.12538686               0.00000000              19.19545873
         1        58         8       -0.25717800       -0.27108478               0.00000000             -55.64217920
         1        59         1        0.14139400        0.13506832               0.00000000              19.19678161
         1        60         1        0.14061300        0.14166341               0.00000000              19.19759944
         1        61         8       -0.27170100       -0.26858854               0.00000000             -55.64227319
         1        62         1        0.13706400        0.13584281               0.00000000              19.19686802
         1        63         1        0.14929400        0.14858598               0.00000000              19.19823867
         1        64         8       -0.28953100       -0.28580987               0.00000000             -55.64091139
         1        65         1        0.13218700        0.14599987               0.00000000              19.19769466
         1        66         1        0.12190000        0.12129868               0.00000000              19.19416938
         1        67         8       -0.24734000       -0.25612368               0.00000000             -55.63851583
         1        68         1        0.14199900        0.13887666               0.00000000              19.19549163
         1        69         1        0.15860300        0.14884668               0.00000000              19.19754049
         1        70         8       -0.20986400       -0.21163511               0.00000000             -55.64312695
         1        71         1        0.14964000        0.14290865               0.00000000              19.19961312
         1        72         1        0.14733700        0.14002082               0.00000000              19.19844054
         1        73         8       -0.23466700       -0.24866752               0.00000000             -55.64307636
         1        74         1        0.16546400        0.15042014               0.00000000              19.19929312
         1        75         1        0.15778800        0.14757305               0.00000000              19.19933443
         1        76         8       -0.28120100       -0.28602530               0.00000000             -55.64200640
         1        77         1        0.14246900        0.13912994               0.00000000              19.19884580
         1        78         1        0.12179300        0.13011543               0.00000000              19.19539586
         1        79         8       -0.28230500       -0.27644387               0.00000000             -55.64442816
         1        80         1        0.13879300        0.14570908               0.00000000              19.19940052
         1        81         1        0.11988400        0.13815113               0.00000000              19.19561982
         1        82         8       -0.27529800       -0.26625182               0.00000000             -55.63910094
         1        83         1        0.14874900        0.15557425               0.00000000              19.19652701
         1        84         1        0.14651700        0.14317962               0.00000000              19.19589354
         1        85         8       -0.29419500       -0.28665694               0.00000000             -55.64030843
         1        86         1        0.14019200        0.14703603               0.00000000              19.19803728
         1        87         1        0.12787900        0.12858378               0.00000000              19.19447921
         1        88         8       -0.23565100       -0.25728553               0.00000000             -55.63579842
         1        89         1        0.17174100        0.14609329               0.00000000              19.19637036
         1        90         1        0.15360600        0.14439263               0.00000000              19.19653291
         1        91         8       -0.26667800       -0.26088182               0.00000000             -55.64610332
         1        92         1        0.15576400        0.16026831               0.00000000              19.20181074
         1        93         1        0.14291600        0.12838160               0.00000000              19.19715773
         1        94         8       -0.25599700       -0.25629545               0.00000000             -55.64054119
         1        95         1        0.12737400        0.12340923               0.00000000              19.19596575
         1        96         1        0.13289200        0.13159853               0.00000000              19.19705989
         1        97         8       -0.23247000       -0.21731957               0.00000000             -55.64146350
         1        98         1        0.14792000        0.13577276               0.00000000              19.19595794
         1        99         1        0.14771600        0.14184381               0.00000000              19.19751211
         1       100         8       -0.26330200       -0.25320599               0.00000000             -55.64300992
         1       101         1        0.13854700        0.14460792               0.00000000              19.19787729
         1       102         1        0.13386200        0.12706711               0.00000000              19.19695131
         1       103         8       -0.27141800       -0.27464198               0.00000000             -55.64349073
         1       104         1        0.12843300        0.12801348               0.00000000              19.19701393
         1       105         1        0.13259400        0.13592573               0.00000000              19.19760323
         1       106         8       -0.29995900       -0.29712045               0.00000000             -55.63872126
         1       107         1        0.13513600        0.14045349               0.00000000              19.19751797
         1       108         1        0.13506700        0.13717065               0.00000000              19.19477791
         1       109         8       -0.29118900       -0.29616710               0.00000000             -55.63647714
         1       110         1        0.12599700        0.13492707               0.00000000              19.19510838
         1       111         1        0.14683700        0.14687911               0.00000000              19.19785074
         1       112         8       -0.26916100       -0.26405013               0.00000000             -55.64238042
         1       113         1        0.12850500        0.12922976               0.00000000              19.19642023
         1       114         1        0.13684900        0.14611090               0.00000000              19.19800803
         1       115         8       -0.30631800       -0.30252727               0.00000000             -55.64212669
         1       116         1        0.12392200        0.13106903               0.00000000              19.19653067
         1       117         1        0.11338100        0.11954561               0.00000000              19.19526870
         1       118         8       -0.22258000       -0.22956181               0.00000000             -55.64501336
         1       119         1        0.15955600        0.15541017               0.00000000              19.20048489
         1       120         1        0.14699600        0.14462696               0.00000000              19.19741464
         1       121         8       -0.27320200       -0.28880017               0.00000000             -55.64273572
         1       122         1        0.12985100        0.13374604               0.00000000              19.19742427
         1       123         1        0.13663200        0.14445840               0.00000000              19.19790027
         1       124         8       -0.27667500       -0.29598224               0.00000000             -55.64104733
         1       125         1        0.14269600        0.13939713               0.00000000              19.19695541
         1       126         1        0.14371700        0.14818158               0.00000000              19.19791417
         1       127         8       -0.26487900       -0.24555468               0.00000000             -55.64294504
         1       128         1        0.14608700        0.15279129               0.00000000              19.19895238
         1       129         1        0.14580900        0.14749103               0.00000000              19.19814637
         1       130         8       -0.31202700       -0.30920498               0.00000000             -55.64246941
         1       131         1        0.12192000        0.12327181               0.00000000              19.19606147
         1       132         1        0.13669200        0.13819156               0.00000000              19.19718557
         1       133         8       -0.30020400       -0.28090502               0.00000000             -55.64154170
         1       134         1        0.14110200        0.14276253               0.00000000              19.19675424
         1       135         1        0.12327600        0.12756232               0.00000000              19.19592818
         1       136         8       -0.28633800       -0.29183980               0.00000000             -55.64133189
         1       137         1        0.13539900        0.13688434               0.00000000              19.19582016
         1       138         1        0.14331400        0.15161763               0.00000000              19.19900930
         1       139         8       -0.24638000       -0.26743323               0.00000000             -55.64162990
         1       140         1        0.15747900        0.15059367               0.00000000              19.20332558
         1       141         1        0.13087800        0.12380059               0.00000000              19.19631897
         1       142         8       -0.28943900       -0.29729058               0.00000000             -55.64220251
         1       143         1        0.13096400        0.13689850               0.00000000              19.19660268
         1       144         1        0.12786100        0.12575649               0.00000000              19.19589155
         1       145         8       -0.30596200       -0.33126577               0.00000000             -55.63928957
         1       146         1        0.14191600        0.15186557               0.00000000              19.19967602
         1       147         1        0.13935300        0.13597118               0.00000000              19.19579149
         1       148         8       -0.30653600       -0.29013168               0.00000000             -55.64379657
         1       149         1        0.12557400        0.12949610               0.00000000              19.19590490
         1       150         1        0.13152800        0.13600781               0.00000000              19.19652497
         1       151         8       -0.32255900       -0.30174285               0.00000000             -55.64336298
         1       152         1        0.11950300        0.12711529               0.00000000              19.19574439
         1       153         1        0.11418200        0.11638685               0.00000000              19.19566024
         1       154         8       -0.29804500       -0.31554999               0.00000000             -55.64244897
         1       155         1        0.14733400        0.14734920               0.00000000              19.19853148
         1       156         1        0.12998900        0.12893267               0.00000000              19.19557731
         1       157         8       -0.23463800       -0.24841510               0.00000000             -55.64254493
         1       158         1        0.14837000        0.14250874               0.00000000              19.19770200
         1       159         1        0.14504900        0.14427883               0.00000000              19.19719223
         1       160         8       -0.28143600       -0.29147090               0.00000000             -55.63810594
         1       161         1        0.14650500        0.15368008               0.00000000              19.19758881
         1       162         1        0.13617000        0.14668659               0.00000000              19.19626339
         1       163         8       -0.30320800       -0.32223269               0.00000000             -55.63959415
         1       164         1        0.13664100        0.14571975               0.00000000              19.19784765
         1       165         1        0.13260400        0.12571589               0.00000000              19.19587167
         1       166         8       -0.34446000       -0.34099753               0.00000000             -55.64101404
         1       167         1        0.12072500        0.13077293               0.00000000              19.19569803
         1       168         1        0.11162600        0.12962300               0.00000000              19.19561650
         1       169         8       -0.30361700       -0.32061172               0.00000000             -55.64188871
         1       170         1        0.14816000        0.15337621               0.00000000              19.20085542
         1       171         1        0.13003000        0.12836028               0.00000000              19.19513230
         1       172         8       -0.29861700       -0.29560453               0.00000000             -55.64249083
         1       173         1        0.13471400        0.13541265               0.00000000              19.19735803
         1       174         1        0.12859900        0.12245680               0.00000000              19.19681168
         1       175         8       -0.25362300       -0.26216042               0.00000000             -55.64135502
         1       176         1        0.14759300        0.14439499               0.00000000              19.19806406
         1       177         1        0.15198500        0.14561531               0.00000000              19.19854679
         1       178         8       -0.28864000       -0.27982670               0.00000000             -55.63426857
         1       179         1        0.14096600        0.13803380               0.00000000              19.19610676
         1       180         1        0.14035700        0.14534410               0.00000000              19.19692192
         1       181         8       -0.28740000       -0.28995201               0.00000000             -55.63731375
         1       182         1        0.15241800        0.15225942               0.00000000              19.19794258
         1       183         1        0.14468900        0.14086539               0.00000000              19.19666759
         1       184         8       -0.26820700       -0.26870669               0.00000000             -55.64390008
         1       185         1        0.15112400        0.14753192               0.00000000              19.20053533
         1       186         1        0.14260200        0.13229084               0.00000000              19.19735096
         1       187         8       -0.23158200       -0.23837348               0.00000000             -55.64493135
         1       188         1        0.16052300        0.15704848               0.00000000              19.20222622
         1       189         1        0.15172800        0.14083040               0.00000000              19.19739951
         1       190         8       -0.26473200       -0.27117039               0.00000000             -55.64068086
         1       191         1        0.13533900        0.15159658               0.00000000              19.19634866
         1       192         1        0.14670900        0.14284547               0.00000000              19.19577026
         2         1         8       -0.26550400       -0.27046612               0.00000000             -55.64499422
         2         2         1        0.14204900        0.14351087               0.00000000              19.19886464
         2         3         1        0.12929300        0.14542721               0.00000000              19.19681559
         2         4         8       -0.29520100       -0.29158329               0.00000000             -55.63701883
         2         5         1        0.15637500        0.15937449               0.00000000              19.19873217
         2         6         1        0.14583600        0.13721041               0.00000000              19.19549423
         2         7         8       -0.27120300       -0.27474868               0.00000000             -55.64196409
         2         8         1        0.13313900        0.13396951               0.00000000              19.19769482
         2         9         1        0.13031300        0.13453633               0.00000000              19.19634234
         2        10         8       -0.27662200       -0.25221418               0.00000000             -55.64324188
         2        11         1        0.14154000        0.13366008               0.00000000              19.19642089
         2        12         1        0.14547800        0.15383781               0.00000000              19.20063412
         2        13         8       -0.30132300       -0.30707887               0.00000000             -55.64183691
         2        14         1        0.12671200        0.13128862               0.00000000              19.19598724
         2        15         1        0.12125200        0.12737552               0.00000000              19.19604427
         2        16         8       -0.27250700       -0.26350428               0.00000000             -55.64378970
         2        17         1        0.14007200        0.13754133               0.00000000              19.19845458
         2        18         1        0.14913600        0.14214780               0.00000000              19.19844404
         2        19         8       -0.26836600       -0.27501482               0.00000000             -55.64086549
         2        20         1        0.13760900        0.14660058               0.00000000              19.19711269
         2        21         1        0.13411700        0.14732775               0.00000000              19.19821806
         2        22         8       -0.30323700       -0.29578096               0.00000000             -55.63867181
         2        23         1        0.14023700        0.14899860               0.00000000              19.19676851
         2        24         1        0.12840700        0.13689054               0.00000000              19.19603894
         2        25         8       -0.29607100       -0.29636111               0.00000000             -55.64318486
         2        26         1        0.12665400        0.13438621               0.00000000              19.19530095
         2        27         1        0.12889800        0.13308045               0.00000000              19.19554906
         2        28         8       -0.33105700       -0.32384018               0.00000000             -55.64241462
         2        29         1        0.12193300        0.12891148               0.00000000              19.19473078
         2        30         1        0.12477500        0.13676407               0.00000000              19.19704060
         2        31         8       -0.28563800       -0.28166263               0.00000000             -55.64458923
         2        32         1        0.12996800        0.13912688               0.00000000              19.19752148
         2        33         1        0.13328700        0.12864658               0.00000000              19.19762027
         2        34         8       -0.26265700       -0.27103347               0.00000000             -55.64443983
         2        35         1        0.14188000        0.13411512               0.00000000              19.19884852
         2        36         1        0.16518700        0.15539636               0.00000000              19.20095512
         2        37         8       -0.25424700       -0.26238755               0.00000000             -55.64189739
         2        38         1        0.14807000        0.13825084               0.00000000              19.19824341
         2        39         1        0.13955900        0.14527743               0.00000000              19.19824150
         2        40         8       -0.29090700       -0.29043199               0.00000000             -55.64272395
         2        41         1        0.13570700        0.12950357               0.00000000              19.19623330
         2        42         1        0.13264400        0.13669830               0.00000000              19.19816782
         2        43         8       -0.28653900       -0.28980229               0.00000000             -55.64016100
         2        44         1        0.14402300        0.14261570               0.00000000              19.19739848
         2        45         1        0.13776200        0.13682636               0.00000000              19.19612185
         2        46         8       -0.27939200       -0.26473371               0.00000000             -55.63828921
         2        47         1        0.13578500        0.14208381               0.00000000              19.19733673
         2        48         1        0.14193000        0.13442679               0.00000000              19.19573880
         2        49         8       -0.27321100       -0.25016484               0.00000000             -55.64462444
         2        50         1        0.13239400        0.14235528               0.00000000              19.19677899
         2        51         1        0.12647900        0.13140201               0.00000000              19.19718565
         2        52         8       -0.24605000       -0.25378265               0.00000000             -55.64209149
         2        53         1        0.14343900        0.14351843               0.00000000              19.19727803
         2        54         1        0.14520400        0.13690001               0.00000000              19.19672606
         2        55         8       -0.29568600       -0.30159747               0.00000000             -55.64242887
         2        56         1        0.12318900        0.12643175               0.00000000              19.19606464
         2        57         1        0.12787900        0.12278522               0.00000000              19.19504686
         2        58         8       -0.25547000       -0.26558354               0.00000000             -55.64298684
         2        59         1        0.14767300        0.13462799               0.00000000              19.19702136
         2        60         1        0.15437900        0.15082759               0.00000000              19.19921270
         2        61         8       -0.26482200       -0.26679664               0.00000000             -55.64269374
         2        62         1        0.14156600        0.13983512               0.00000000              19.19702155
         2        63         1        0.14905700        0.15210525               0.00000000              19.19841456
         2        64         8       -0.28990300       -0.28111181               0.00000000             -55.64227542
         2        65         1        0.13944000        0.14253183               0.00000000              19.19939777
         2        66         1        0.12912300        0.13508085               0.00000000              19.19463911
         2        67         8       -0.27611000       -0.28165970               0.00000000             -55.63800635
         2        68         1        0.14216500        0.13636076               0.00000000              19.19594237
         2        69         1        0.16423000        0.16103723               0.00000000              19.19858074
         2        70         8       -0.22448900       -0.22460444               0.00000000             -55.64139076
         2        71         1        0.14749100        0.13096962               0.00000000              19.19718986
         2        72         1        0.13955100        0.12891254               0.00000000              19.19594246
         2        73         8       -0.23241900       -0.24227592               0.00000000             -55.64286910
         2        74         1        0.15711800        0.14310387               0.00000000              19.19751097
         2        75         1        0.15419000        0.14926837               0.00000000              19.19891648
         2        76         8       -0.29348600       -0.30028566               0.00000000             -55.64105766
         2        77         1        0.13488600        0.13928165               0.00000000              19.19716096
         2        78         1        0.11560500        0.13233614               0.00000000              19.19513439
         2        79         8       -0.30710300       -0.29458302               0.00000000             -55.64251631
         2        80         1        0.12420700        0.14158771               0.00000000              19.20057159
         2        81         1        0.10980100        0.12193873               0.00000000              19.19501439
         2        82         8       -0.28571000       -0.27739952               0.00000000             -55.64107604
         2        83         1        0.14959300        0.15451484               0.00000000              19.19885302
         2        84         1        0.14654100        0.13553562               0.00000000              19.19630019
         2        85         8       -0.27649000       -0.28253757               0.00000000             -55.63951711
         2        86         1        0.13681700        0.13523710               0.00000000              19.19771819
         2        87         1        0.12347800        0.12137578               0.00000000              19.19469750
         2        88         8       -0.22684100       -0.25597566               0.00000000             -55.63664090
         2        89         1        0.16834600        0.15272105               0.00000000              19.19558774
         2        90         1        0.16398600        0.15097781               0.00000000              19.19690253
         2        91         8       -0.25079800       -0.26406483               0.00000000             -55.64543676
         2        92         1        0.15431500        0.15412404               0.00000000              19.20340910
         2        93         1        0.14517600        0.13300225               0.00000000              19.19741144
         2        94         8       -0.26909500       -0.27182820               0.00000000             -55.64117957
         2        95         1        0.13556900        0.13262912               0.00000000              19.19526839
         2        96         1        0.13954600        0.14874311               0.00000000              19.19993782
         2        97         8       -0.22698000       -0.22553787               0.00000000             -55.64300475
         2        98         1        0.15164900        0.13710948               0.00000000              19.19723404
         2        99         1        0.16225600        0.15168747               0.00000000              19.20043174
         2       100         8       -0.27309300       -0.27121993               0.00000000             -55.64265526
         2       101         1        0.13428000        0.14008614               0.00000000              19.19686792
         2       102         1        0.13252800        0.12887578               0.00000000              19.19686438
         2       103         8       -0.27549400       -0.26742210               0.00000000             -55.64594732
         2       104         1        0.14339700        0.13752296               0.00000000              19.19867321
         2       105         1        0.14798600        0.14321325               0.00000000              19.19902957
         2       106         8       -0.28819800       -0.28915170               0.00000000             -55.63817109
         2       107         1        0.13239100        0.14209613               0.00000000              19.19717895
         2       108         1        0.14190000        0.14288372               0.00000000              19.19574385
         2       109         8       -0.30711700       -0.32188136               0.00000000             -55.63648122
         2       110         1        0.12039600        0.13210264               0.00000000              19.19616300
         2       111         1        0.14286600        0.14556767               0.00000000              19.19748552
         2       112         8       -0.26625500       -0.26731682               0.00000000             -55.64287472
         2       113         1        0.13200500        0.12853478               0.00000000              19.19674481
         2       114         1        0.14036400        0.14862961               0.00000000              19.19928277
         2       115         8       -0.30475500       -0.30411041               0.00000000             -55.64051776
         2       116         1        0.11916700        0.13548700               0.00000000              19.19694200
         2       117         1        0.11114200        0.11299509               0.00000000              19.19471028
         2       118         8       -0.24868500       -0.25333857               0.00000000             -55.64399388
         2       119         1        0.15165700        0.14889684               0.00000000              19.19882574
         2       120         1        0.14536000        0.14074866               0.00000000              19.19763153
         2       121         8       -0.26636400       -0.28521241               0.00000000             -55.64262348
         2       122         1        0.12340700        0.12904829               0.00000000              19.19714457
         2       123         1        0.14260400        0.15372747               0.00000000              19.19901016
         2       124         8       -0.26234000       -0.26923666               0.00000000             -55.64209569
         2       125         1        0.14747400        0.14115109               0.00000000              19.19763763
         2       126         1        0.14491300        0.14560182               0.00000000              19.19749913
         2       127         8       -0.26650500       -0.24448400               0.00000000             -55.64383345
         2       128         1        0.14403000        0.14664163               0.00000000              19.19852613
         2       129         1        0.14025500        0.14454806               0.00000000              19.19877592
         2       130         8       -0.30892700       -0.30485621               0.00000000             -55.64363776
         2       131         1        0.13075800        0.12749545               0.00000000              19.19644762
         2       132         1        0.13275900        0.13655389               0.00000000              19.19762928
         2       133         8       -0.31091100       -0.29329697               0.00000000             -55.64067332
         2       134         1        0.12846100        0.13058764               0.00000000              19.19513179
         2       135         1        0.11410900        0.11833587               0.00000000              19.19571546
         2       136         8       -0.27496700       -0.27607942               0.00000000             -55.64305610
         2       137         1        0.13753100        0.13060575               0.00000000              19.19553855
         2       138         1        0.15476500        0.15371765               0.00000000              19.19965959
         2       139         8       -0.24052800       -0.24725235               0.00000000             -55.64244756
         2       140         1        0.15663800        0.15383505               0.00000000              19.20058952
         2       141         1        0.14473700        0.13757242               0.00000000              19.19678878
         2       142         8       -0.28000800       -0.27755527               0.00000000             -55.64332469
         2       143         1        0.14697200        0.13910776               0.00000000              19.19740389
         2       144         1        0.13885600        0.14030136               0.00000000              19.19789914
         2       145         8       -0.27180800       -0.28669944               0.00000000             -55.63993626
         2       146         1        0.15530700        0.15106161               0.00000000              19.19861804
         2       147         1        0.14646300        0.14022307               0.00000000              19.19594418
         2       148         8       -0.30683700       -0.29075649               0.00000000             -55.64223393
         2       149         1        0.12574800        0.13342948               0.00000000              19.19561255
         2       150         1        0.12624400        0.13497434               0.00000000              19.19535757
         2       151         8       -0.32003900       -0.31528782               0.00000000             -55.64343045
         2       152         1        0.12580500        0.13281361               0.00000000              19.19625739
         2       153         1        0.12109400        0.12136878               0.00000000              19.19687777
         2       154         8       -0.29000900       -0.31133797               0.00000000             -55.64123002
         2       155         1        0.14818800        0.15149787               0.00000000              19.19818125
         2       156         1        0.12929500        0.13099200               0.00000000              19.19517810
         2       157         8       -0.23353700       -0.24128815               0.00000000             -55.64300363
         2       158         1        0.14489700        0.13868358               0.00000000              19.19779977
         2       159         1        0.14996300        0.14561313               0.00000000              19.19782850
         2       160         8       -0.29603500       -0.30253950               0.00000000             -55.63791905
         2       161         1        0.13793200        0.15316955               0.00000000              19.19769452
         2       162         1        0.12884000        0.13619959               0.00000000              19.19531225
         2       163         8       -0.28646700       -0.30888326               0.00000000             -55.63878278
         2       164         1        0.13107200        0.14121881               0.00000000              19.19682746
         2       165         1        0.13358900        0.13317158               0.00000000              19.19534695
         2       166         8       -0.33464200       -0.33651177               0.00000000             -55.63941344
         2       167         1        0.11541600        0.12368571               0.00000000              19.19558251
         2       168         1        0.11822400        0.13595561               0.00000000              19.19526007
         2       169         8       -0.31047800       -0.31829923               0.00000000             -55.64102614
         2       170         1        0.14398100        0.15083413               0.00000000              19.19963168
         2       171         1        0.12371900        0.12618707               0.00000000              19.19468142
         2       172         8       -0.29885800       -0.30158582               0.00000000             -55.64077298
         2       173         1        0.13356300        0.13979955               0.00000000              19.19651846
         2       174         1        0.12053600        0.12860318               0.00000000              19.19642087
         2       175         8       -0.24492200       -0.26031289               0.00000000             -55.64205142
         2       176         1        0.15956600        0.15070854               0.00000000              19.19898486
         2       177         1        0.15860000        0.14648925               0.00000000              19.19894258
         2       178         8       -0.29054700       -0.27728890               0.00000000             -55.63488091
         2       179         1        0.14332100        0.14859716               0.00000000              19.19598995
         2       180         1        0.14248500        0.14857684               0.00000000              19.19637795
         2       181         8       -0.28614400       -0.29817467               0.00000000             -55.63743039
         2       182         1        0.14135800        0.14725227               0.00000000              19.19716717
         2       183         1        0.14788400        0.14465067               0.00000000              19.19703156
         2       184         8       -0.26995500       -0.25544665               0.00000000             -55.64436174
         2       185         1        0.15652300        0.15496151               0.00000000              19.19967066
         2       186         1        0.14698600        0.13837436               0.00000000              19.19808296
         2       187         8       -0.26498800       -0.26556052               0.00000000             -55.64520408
         2       188         1        0.15070300        0.15400569               0.00000000              19.20073577
         2       189         1        0.14434600        0.13686983               0.00000000              19.19716445
         2       190         8       -0.27662100       -0.28726052               0.00000000             -55.64193397
         2       191         1        0.14809900        0.15648688               0.00000000              19.19873574
         2       192         1        0.15713000        0.14049144               0.00000000              19.19667498
