   1    1        1.704196901       2.885096213       2.236894747
   1    2        1.020179643       1.592306671       1.311421380
   1    3        1.179363608       2.137900880       1.619899294
   1    4        0.769019376       1.220352869       1.002980530
   1    5        0.600528227       1.226243712       0.889160132
   1    6        0.486885180       0.783855218       0.639333761
   1    7        0.284805814       0.652883598       0.444233464
   1    8        0.316073177       0.497858241       0.418132054
   1    9        0.291264289       0.451132111       0.359493753
   1   10        0.312834645       0.789079756       0.519206357
   1   11        0.232649913       0.343061458       0.272742578
   1   12        0.189879426       0.452501219       0.287429070
   1   13        0.156898229       0.237482877       0.196789233
   1   14        0.091470641       0.259783054       0.156209432
   1   15        0.044544693       0.132215630       0.088814420
   1   16        0.014070235       0.124594785       0.056153487
   1   17        0.002586452       0.030979689       0.016566577
   1   18        0.009657602       0.031209532       0.019794967
   1   19        0.002809884       0.032111497       0.015737933
   1   20        0.080649970       0.196153649       0.134434711
   1   21        0.006492945       0.031626943       0.016220108
   1   22        0.000769721       0.012395133       0.005547002
   1   23        0.047151289       0.116511587       0.075662582
   1   24        0.001257603       0.006962427       0.003556925
   1   25        0.001666210       0.006147610       0.003408976
   1   26        0.017100616       0.034377152       0.024054102
   1   27        0.001305232       0.003793042       0.002447071
   2    1        2.141065289       3.241782668       2.622842759
   2    2        0.695283940       1.227047393       0.949011329
   2    3        1.618481616       2.482873741       2.005961061
   2    4        0.439675276       0.848192237       0.644323979
   2    5        1.017461766       1.623501891       1.278667522
   2    6        0.173481925       0.428930103       0.294839217
   2    7        0.680896676       1.039762023       0.836264108
   2    8        0.050962686       0.168217536       0.103714949
   2    9        0.598796023       0.847076313       0.718987506
   2   10        0.230213855       0.710339849       0.451863467
   2   11        0.483434022       0.615169028       0.545485157
   2   12        0.114685893       0.504137694       0.290032784
   2   13        0.323080475       0.451941281       0.393578466
   2   14        0.029420449       0.317915237       0.151490236
   2   15        0.114339299       0.237809062       0.177628839
   2   16        0.000560591       0.121549574       0.036215927
   2   17        0.005921497       0.026314782       0.014404311
   2   18        0.000128729       0.001499104       0.000565765
   2   19        0.104647002       0.276393001       0.183155986
   2   20        0.003972818       0.017398700       0.009304299
   2   21        0.013413157       0.043402350       0.028824529
   2   22        0.034989209       0.111161904       0.066119161
   2   23        0.027593313       0.069878000       0.046854298
   2   24        0.001764151       0.012799513       0.005612137
   2   25        0.000029857       0.000626173       0.000196374
   2   26        0.025124884       0.084024674       0.045028393
   2   27        0.013253661       0.058199160       0.030803570
   2   28        0.000108112       0.001575196       0.000560990
   2   29        0.011710159       0.022689213       0.016494567
   2   30        0.005786667       0.018711088       0.010968511
       19.6534108936       19.6538072182
