   1    1        1.745065933       2.780789722       2.235768246
   1    2        1.079062981       1.558440134       1.310776704
   1    3        1.199128930       2.121956330       1.619641786
   1    4        0.807208377       1.226136155       1.002784826
   1    5        0.605180220       1.299872559       0.890305748
   1    6        0.496247135       0.807074578       0.639806708
   1    7        0.279518335       0.726281747       0.446151066
   1    8        0.320540054       0.531413240       0.418963104
   1    9        0.291442624       0.458061298       0.360544080
   1   10        0.299705752       0.913088868       0.522810623
   1   11        0.230484549       0.336417878       0.273410145
   1   12        0.187092859       0.522817423       0.290784639
   1   13        0.156921965       0.232761072       0.197087448
   1   14        0.089579505       0.254889970       0.157868830
   1   15        0.043383342       0.131506972       0.088990809
   1   16        0.014623506       0.142204309       0.056638621
   1   17        0.002244770       0.033107960       0.016682714
   1   18        0.010867439       0.032638317       0.019818689
   1   19        0.002936679       0.034031111       0.015900034
   1   20        0.086213670       0.213807405       0.134907827
   1   21        0.006797862       0.039410371       0.016388686
   1   22        0.000816368       0.014186072       0.005605469
   1   23        0.045988596       0.134831355       0.076200716
   1   24        0.001320768       0.008973779       0.003581866
   1   25        0.001824276       0.007988765       0.003464391
   1   26        0.016965801       0.040090379       0.024275141
   1   27        0.001409904       0.003987926       0.002461043
   2    1        2.138581111       3.195886253       2.621553408
   2    2        0.732264881       1.214358849       0.948403051
   2    3        1.605769265       2.533971344       2.005569652
   2    4        0.474077475       0.885719899       0.644113169
   2    5        1.021994223       1.686014812       1.279613416
   2    6        0.198320683       0.465734343       0.295149484
   2    7        0.680486714       1.099011737       0.837926208
   2    8        0.059503764       0.193792331       0.104175937
   2    9        0.605306210       0.904368029       0.721088159
   2   10        0.270877910       0.776968773       0.452752662
   2   11        0.484940250       0.646457987       0.546820290
   2   12        0.138849696       0.587218381       0.292305947
   2   13        0.325959571       0.451941281       0.394174895
   2   14        0.036399663       0.395902585       0.154280259
   2   15        0.114339299       0.237809062       0.177981619
   2   16        0.001447440       0.183327678       0.037332388
   2   17        0.005714311       0.031224681       0.014458846
   2   18        0.000157580       0.002147233       0.000573938
   2   19        0.118487796       0.298582526       0.183520698
   2   20        0.004177825       0.015886494       0.009299689
   2   21        0.012401531       0.046772063       0.028860931
   2   22        0.036348541       0.120006691       0.066483001
   2   23        0.027605236       0.081412915       0.047124133
   2   24        0.002100352       0.016273449       0.005655657
   2   25        0.000042461       0.000831001       0.000195611
   2   26        0.024066922       0.095741027       0.045465269
   2   27        0.015621791       0.070835800       0.031093685
   2   28        0.000124303       0.001845680       0.000557769
   2   29        0.011784972       0.025896045       0.016615675
   2   30        0.006713044       0.022002675       0.011123857
        0.1060870000        0.1829770000
       -0.3551450000       -0.1910140000
