     Conf.      atom         Ref. Fx(Ha/Bohr)         Ref. Fy(Ha/Bohr)         Ref. Fz(Ha/Bohr)           NN Fx(Ha/Bohr)           NN Fy(Ha/Bohr)           NN Fz(Ha/Bohr)
         5       181               0.01279200               0.00186500              -0.01073400               0.00719388               0.00069860              -0.01551214
         5       182              -0.01988200               0.00562300               0.00382200              -0.01604252               0.00748725               0.00199798
         5       183               0.00159800              -0.00729300               0.00916500               0.00916318              -0.00750471               0.01693680
         5       184               0.01672300               0.03668300               0.00491700               0.00813539               0.01149187               0.00728549
         5       185              -0.00813100              -0.03131400              -0.01493500              -0.00295570              -0.01466546              -0.01963625
         5       186              -0.00532200              -0.00568300               0.00570300              -0.00449871               0.00249951               0.01621269
         5       187               0.03103100              -0.01572000               0.01693500               0.01237842              -0.00533105               0.00578639
         5       188              -0.03248700               0.00443800              -0.01007500              -0.01523765               0.00184879              -0.00735333
         5       189              -0.00152100               0.00681600              -0.00285700              -0.00087656              -0.00000693               0.00290988
         5       190               0.00144600               0.05284300               0.00066100               0.00058350               0.01202265              -0.00482229
         5       191              -0.00349700              -0.01601400               0.00541100              -0.00120368              -0.00099807               0.00812131
         5       192               0.00193300              -0.03187300              -0.00588600               0.00140210              -0.00917411              -0.00104800
         6         1              -0.00081700              -0.03296200              -0.01334500              -0.00781680              -0.00931974              -0.01950502
         6         2               0.00023300               0.02084800               0.02038000              -0.00021183               0.00627029               0.01418650
         6         3              -0.00008000               0.00789200               0.00186200               0.00153815              -0.00083703               0.00537085
         6         4               0.00839000              -0.03006100               0.00332300               0.00682676              -0.01807697               0.00179212
         6         5               0.00704000               0.00048200              -0.00913400               0.00479122              -0.00254050              -0.00615613
         6         6              -0.01441900               0.02915300               0.00863200              -0.00825260               0.01669248               0.00415714
         6         7               0.04712700               0.01313300               0.03806900               0.02235831               0.01279933               0.01175022
         6         8              -0.04135100               0.01477800              -0.04617200              -0.01907471               0.00795851              -0.01931414
         6         9              -0.00587500              -0.02702100               0.01448000              -0.00312246              -0.01826831               0.00892706
         6        10               0.04090900              -0.00319800               0.01274700               0.01520272              -0.00259614               0.00690275
         6        11              -0.03878200              -0.01439900              -0.00007200              -0.01579140              -0.00675741               0.00134663
         6        12              -0.01152500               0.01341000              -0.01166000              -0.00760739               0.00791558              -0.00560392
         6        13               0.01626100               0.01691200               0.00595900               0.00450740               0.00627194               0.00694243
         6        14              -0.00732700              -0.00259700               0.00411900               0.00406116               0.00578732              -0.00058367
         6        15              -0.01132700              -0.00721300              -0.00460800              -0.00730812              -0.01174578              -0.00477503
         6        16               0.00723700               0.02239200              -0.01480600              -0.00790215               0.00881004               0.00123086
         6        17              -0.00600800              -0.00250500               0.00623700               0.00257467               0.00119107              -0.00160077
         6        18               0.00315500              -0.01537500               0.01697000               0.00389756              -0.00494207               0.00308728
         6        19              -0.01424900               0.00011100              -0.00948600              -0.01158736               0.01792149              -0.01155178
         6        20               0.02913900               0.00584300               0.02143400               0.02928925               0.00125669               0.02285089
         6        21              -0.01598300              -0.00869000              -0.01692400              -0.01749606              -0.02088491              -0.01385888
         6        22              -0.00691600               0.02395900              -0.00909900              -0.00387401               0.00894486              -0.00591131
         6        23               0.00331100              -0.01136300               0.00822600               0.00118643               0.00128834               0.00684091
         6        24              -0.00078400              -0.01849100              -0.00175100              -0.00382908              -0.01384806               0.00216576
         6        25               0.03572200               0.02337300               0.04681500               0.01089451              -0.00162260               0.03062569
         6        26              -0.00412700               0.00739200              -0.02712000              -0.00488508               0.00634765              -0.02265315
         6        27              -0.02914100              -0.03463400              -0.01742000              -0.00601446              -0.00677969              -0.00239650
         6        28              -0.01307400              -0.02587800              -0.03249100              -0.00074897              -0.00760207              -0.01648545
         6        29               0.01640600               0.01610700               0.03103500               0.00580706               0.00702829               0.01641840
         6        30              -0.00375000               0.01951500               0.00233200              -0.00391635               0.00434157              -0.00098238
         6        31              -0.01027200              -0.00794000               0.01481400              -0.01252968              -0.00977992               0.00611240
         6        32              -0.00856100              -0.00311100              -0.00007300              -0.00828416              -0.00026483               0.00083680
         6        33               0.03039800               0.00540400              -0.01291500               0.02735973               0.00451281              -0.00509727
         6        34               0.01056300               0.01496700              -0.01162200               0.00271984               0.00047245               0.00186566
         6        35              -0.00803200              -0.00307000               0.01175300               0.00601143              -0.00504933              -0.00216512
         6        36              -0.00464800              -0.01082500               0.00182000              -0.00107409               0.00189928               0.00071711
         6        37              -0.00998700               0.01947100              -0.00207200               0.00164480               0.00485560              -0.00376927
         6        38               0.00364400              -0.01827500               0.00475600               0.00052549              -0.00907518               0.00265514
         6        39               0.01039900              -0.00394100              -0.00505000               0.00181513               0.00285757               0.00084726
         6        40               0.01537400               0.01569400              -0.02867400               0.00704636               0.01217708              -0.01335939
         6        41              -0.00964000              -0.01518000              -0.00488200              -0.01052652              -0.01374949              -0.00383792
         6        42              -0.01224600               0.00509100               0.02281700              -0.00250379               0.00432789               0.01031422
         6        43              -0.01175900               0.00330500               0.01439200              -0.00383025              -0.00264030               0.00576875
         6        44               0.01873200              -0.01565100              -0.01539600               0.01130884              -0.00622022              -0.00792835
         6        45              -0.00800600               0.01270900               0.00469500              -0.00422480               0.00950856              -0.00036642
         6        46               0.05890900               0.00491600               0.01223400               0.01768757               0.00340438               0.00534789
         6        47              -0.02048100              -0.00422800               0.01614400              -0.00511860              -0.00250337               0.00447041
         6        48              -0.03694200              -0.00044800              -0.02966400              -0.01207107              -0.00201775              -0.01023941
         6        49              -0.00868600              -0.00152500               0.01242300              -0.00136422              -0.00422670               0.00201357
         6        50               0.00380800              -0.00498800              -0.00747900              -0.00083632              -0.00178724              -0.00177271
         6        51              -0.00236300               0.00197500              -0.00621900               0.00164283              -0.00010110               0.00082576
         6        52              -0.04702800               0.01334300              -0.00564800              -0.01337704               0.00742349              -0.00022996
         6        53               0.02709700              -0.01809500               0.00358000               0.00858251              -0.00843926               0.00077455
         6        54               0.01219600               0.01581900               0.00151100              -0.00038655               0.00348786               0.00105654
         6        55               0.00289400              -0.00154000               0.03725700               0.00036896               0.00222556               0.01248657
         6        56              -0.00969700               0.00525900              -0.01937900              -0.00210629               0.00201180              -0.01107350
         6        57               0.00510400              -0.00471300              -0.00638100               0.00331207              -0.00164875              -0.00007859
         6        58               0.01906600               0.00114900               0.01510700               0.01613718              -0.00277308              -0.00544667
         6        59              -0.02096000               0.00089100              -0.01378400              -0.01358383               0.00271478              -0.01243479
         6        60              -0.00065100              -0.00243800               0.00046900              -0.00007705               0.00003767               0.01182709
         6        61              -0.02364200               0.01439300               0.03299000              -0.00260328               0.00701573               0.02117379
         6        62               0.02565500              -0.01576800              -0.02400600               0.01741185              -0.00945161              -0.01032137
         6        63              -0.00566400              -0.00575800              -0.00748700              -0.01500314              -0.00184069              -0.00569860
         6        64              -0.01158300               0.00561500               0.02555700              -0.00384828              -0.00518687               0.00315753
         6        65               0.00421300              -0.00416100              -0.00830000               0.00550576               0.00215999               0.00051619
         6        66              -0.00074200              -0.00607300              -0.01080200              -0.00075793              -0.00071533              -0.00032200
         6        67              -0.00387900              -0.01044100               0.00377100              -0.01436276              -0.00107897              -0.01009326
         6        68               0.00694600              -0.01209000              -0.00251500               0.00794397              -0.01396187               0.00766641
         6        69              -0.00039900               0.01814400               0.00017000               0.00383372               0.01691542               0.00435561
         6        70               0.03495800              -0.03775800              -0.02548300               0.00913171              -0.02119774              -0.01942127
         6        71              -0.01657400               0.02483600               0.03368900              -0.00632281               0.01995571               0.02410027
         6        72              -0.01744500               0.01247500              -0.01801900              -0.00081028               0.00090868              -0.00785840
         6        73               0.01551300              -0.03982500               0.03670600               0.01518632              -0.01206099               0.01475654
         6        74               0.00792500               0.03356700              -0.03829500               0.00201693               0.01050206              -0.01102322
         6        75              -0.01884500               0.01216500              -0.00404700              -0.01507425               0.00747901              -0.00330297
         6        76              -0.03303200               0.02809000               0.00453500              -0.01539965               0.01036311              -0.00147621
         6        77               0.01155300              -0.02690300              -0.02113000               0.01303322              -0.01372504              -0.00644801
         6        78               0.02633700              -0.00691900               0.01843400               0.00251394               0.00080859               0.00517097
         6        79              -0.00444300              -0.00509400              -0.03037700              -0.00382588               0.00366856              -0.00935432
         6        80               0.00587200               0.00157100               0.01875800               0.00165088               0.00286743               0.01194128
         6        81               0.00153200               0.00836100               0.00969400               0.00136302               0.00022786               0.00140247
         6        82              -0.01811500               0.01860500               0.01838500               0.00144862               0.01009166               0.00973451
         6        83               0.01933000              -0.00995200              -0.02141700               0.00884768              -0.00070555              -0.01442113
         6        84               0.00775600               0.00259900              -0.00024100              -0.00176404               0.00184076               0.00027328
         6        85              -0.02129700              -0.01209900              -0.01120800              -0.03182016              -0.02760871              -0.00739630
         6        86               0.03909000              -0.00962900              -0.00797300               0.04410806              -0.00509780              -0.00496097
         6        87              -0.01613200               0.02241500               0.01403000              -0.01169888               0.03055294               0.01164447
         6        88               0.01505300              -0.01722300              -0.03121700               0.01364380               0.00192791              -0.02077556
         6        89              -0.02384000               0.00653800               0.03027300              -0.01285585              -0.00704881               0.01255139
         6        90               0.00219400               0.01153400               0.00141200              -0.00776333               0.00716474               0.01300060
         6        91               0.00462900               0.01685900               0.00118400              -0.00125444               0.00861026              -0.00491672
         6        92               0.00150900              -0.00895300               0.00025200               0.00341948              -0.00493648               0.00165562
         6        93              -0.00553600              -0.00167600              -0.00557800              -0.00177670              -0.00361536              -0.00351397
         6        94               0.01953600               0.00310200              -0.00500200               0.00435281               0.00103650               0.00036976
         6        95              -0.00617500               0.01015900              -0.00284500              -0.00231351               0.00820618              -0.00272927
         6        96              -0.01603700              -0.01417300               0.00574600              -0.00048010              -0.00643233               0.00411781
         6        97               0.02700700               0.03176100              -0.03960600               0.01033887               0.01810097              -0.01725391
         6        98              -0.02700200              -0.00497600               0.02128700              -0.01930584               0.00585707               0.00873560
         6        99               0.00614000              -0.03030800               0.01695200               0.01126765              -0.02290593               0.00683394
         6       100              -0.00670400              -0.00286000              -0.00850300               0.00649521               0.00112026              -0.00499718
         6       101               0.00732900               0.00627200               0.00328200              -0.00115258               0.00099493               0.00027068
         6       102              -0.00160300              -0.00244600               0.00519900              -0.00220036              -0.00245498               0.00428526
         6       103              -0.01110500               0.02003500              -0.03401100               0.00106297               0.00018484              -0.00612025
         6       104               0.00917500              -0.02916900               0.00307900               0.00172979              -0.00521917              -0.00275752
         6       105               0.01159000               0.00448800               0.03234700               0.00126881               0.00469385               0.00604673
         6       106              -0.01660700               0.00478300              -0.01913300              -0.01224493               0.00489157              -0.00118661
         6       107               0.00221800               0.00166500               0.00499800               0.00133543              -0.00096941              -0.00655442
         6       108               0.01625400              -0.00399500               0.01467400               0.00804608              -0.00050023               0.00755201
         6       109              -0.00454900               0.02424900              -0.00903500              -0.00804276               0.00958013              -0.00689996
         6       110               0.00349700               0.00221700               0.01904200               0.00548326               0.00435728               0.00927689
         6       111               0.00051400              -0.03128400              -0.01170500               0.00109969              -0.01340917              -0.00617024
         6       112               0.01828400              -0.01204700               0.00004000               0.00034696              -0.00345998              -0.00013417
         6       113              -0.00221700               0.00266000               0.00549800              -0.00021903               0.00154012               0.00053460
         6       114              -0.01306600               0.00298000               0.00106800               0.00059441              -0.00056790               0.00022234
         6       115               0.01347200               0.01684900               0.00248500               0.01013651               0.00724463              -0.00005558
         6       116               0.00196600               0.00492300              -0.00261900               0.00065608               0.00198332               0.00354214
         6       117              -0.02172300              -0.02045200               0.00543900              -0.00942369              -0.01136200               0.00459889
         6       118               0.00182900              -0.01701500               0.02358100              -0.00534663              -0.00662745               0.00833774
         6       119              -0.01166300              -0.00003400              -0.01623100              -0.00245602              -0.00168518              -0.00629856
         6       120               0.00541900               0.01259900              -0.01739400               0.00290643               0.00157543              -0.00906661
         6       121              -0.01758800               0.00448300              -0.02344900              -0.01109599               0.00428232              -0.01287600
         6       122               0.00845200              -0.00294100               0.00151200               0.00655450              -0.00223432              -0.00223028
         6       123               0.00696200               0.00216800               0.01526900               0.00640323               0.00158022               0.00824737
         6       124              -0.01439400               0.00708400              -0.01320700              -0.00597146               0.00057027               0.00944266
         6       125               0.00248600              -0.00074600               0.00352400               0.00282619               0.00159876               0.00046372
         6       126               0.01167200              -0.01286900               0.01006600              -0.00192834              -0.00051425              -0.00118001
         6       127              -0.00404700               0.01815500              -0.00587100               0.00111415               0.00085204              -0.00837534
         6       128               0.00998500              -0.00211900              -0.00566300               0.00175734               0.00011877              -0.00201165
         6       129              -0.00719200              -0.01581900               0.00886800              -0.00142337              -0.00382437               0.00026274
         6       130               0.04382300               0.01009600               0.00773200               0.01755092               0.00947442               0.00598401
         6       131              -0.01243500              -0.01154400              -0.00149900              -0.00923501              -0.00944939              -0.00586005
         6       132              -0.02397700               0.00304700              -0.00363400              -0.00391062               0.00236628              -0.00276592
         6       133               0.01161800               0.00889100              -0.01561800              -0.00093634               0.00527094               0.00154108
         6       134               0.00563800              -0.00613400               0.00538300               0.00884112              -0.00466606               0.00013961
         6       135              -0.01601000              -0.00346200               0.01116000              -0.00487821               0.00088079               0.00013956
         6       136               0.00624400               0.00908300               0.00809200              -0.00531017               0.00079235               0.00752626
         6       137              -0.00380400              -0.00347500              -0.00589600               0.00205117               0.00299931               0.00025916
         6       138              -0.00607100              -0.00350500              -0.00219200               0.00126063              -0.00486252              -0.00539371
         6       139              -0.05067200              -0.02275800               0.02586900              -0.02316738              -0.00300767               0.01388260
         6       140               0.03060800              -0.01398600              -0.01970400               0.01315177              -0.00880620              -0.00979944
         6       141               0.02712000               0.03127900              -0.00422000               0.01161518               0.01258926              -0.00213967
         6       142               0.00372200               0.01225200               0.00962500              -0.01075242              -0.01194304               0.00885663
         6       143              -0.01525800              -0.01210100               0.00887800              -0.00368420               0.00758853               0.01235854
         6       144               0.00927400              -0.00296500              -0.01595100               0.01218724               0.00367887              -0.02038347
         6       145               0.01667500               0.03125500              -0.01772700               0.01092275               0.01561172              -0.00974149
         6       146              -0.01978300              -0.02101200               0.00716200              -0.01908788              -0.01351301               0.00127750
         6       147               0.00339700              -0.00848300               0.00144400               0.00812893              -0.00443830               0.00414363
         6       148              -0.01411300               0.01562500               0.01577900              -0.01053038               0.00633901               0.00630152
         6       149               0.00571300              -0.00328400              -0.00113600               0.00349588              -0.00124423               0.00445496
         6       150               0.01492100              -0.01091300              -0.01373300               0.00608895              -0.00624310              -0.01062348
         6       151              -0.00714400               0.00491200               0.01360900              -0.00838194               0.00431156               0.00832063
         6       152              -0.00735900              -0.00007300              -0.01212600              -0.00408445               0.00062283               0.00031849
         6       153               0.00335900              -0.00179300              -0.00129200               0.00745669              -0.00537398              -0.00582434
         6       154               0.03573500               0.01796100               0.00564000               0.02803274               0.01254764              -0.00661830
         6       155              -0.01994400              -0.00895300               0.01824200              -0.01866167              -0.00841692               0.01313888
         6       156              -0.00966000              -0.00479200              -0.01997500              -0.00431671              -0.00226346              -0.00655802
         6       157               0.01719300               0.00979600              -0.01904500               0.00193032               0.00845459               0.00253035
         6       158              -0.00164600               0.00051800               0.00464500              -0.00035018               0.00957790               0.00519035
         6       159              -0.00813800              -0.01027400               0.00836300              -0.00179557              -0.01562933              -0.00461699
         6       160               0.00383800               0.00045800               0.02715700              -0.00264275               0.00171536               0.01310010
         6       161              -0.00837800              -0.00404100              -0.00381500               0.00285473               0.00035501               0.00119397
         6       162               0.00553500               0.00115300              -0.02706400               0.00015341              -0.00252114              -0.01668171
         6       163              -0.02034800              -0.01632100              -0.00979200              -0.00407008              -0.01528243              -0.03025500
         6       164              -0.01215200              -0.01408700               0.00408500              -0.01323891              -0.01751072               0.01275896
         6       165               0.02603200               0.03517900               0.01034600               0.01766679               0.03448094               0.01696762
         6       166               0.02387700               0.01015400              -0.00221600               0.00483445               0.00732978               0.00640765
         6       167              -0.02381500              -0.00576700              -0.00934400              -0.01505954              -0.00473193              -0.00642458
         6       168              -0.01038700              -0.00563300               0.00855000               0.00332812               0.00369820              -0.00179272
         6       169               0.00483400              -0.00713900              -0.00194800              -0.00049628              -0.00686577               0.00212602
         6       170              -0.00542400               0.00684700              -0.00070100              -0.00287128               0.00188505              -0.00086989
         6       171               0.00078700               0.00131400               0.00281500               0.00471886               0.00447478               0.00048334
         6       172               0.00606700              -0.01546500              -0.03147800              -0.00152509              -0.00272668              -0.00971244
         6       173              -0.00147000               0.00904500              -0.00643200               0.00420534               0.00303830              -0.00973894
         6       174              -0.00238200               0.01051200               0.02979300              -0.00408113               0.00324943               0.01766710
         6       175               0.01720100              -0.02278600              -0.01139600               0.01638784              -0.01606382              -0.00874228
         6       176               0.00566200               0.02034100               0.02087000               0.00175096               0.01596364               0.01303349
         6       177              -0.01816600              -0.00755400              -0.01539400              -0.01679042              -0.00559700              -0.00641852
         6       178               0.03596000              -0.00893100              -0.01344800               0.01702132              -0.00992141              -0.00315792
         6       179              -0.01305300              -0.01281600               0.01342300              -0.01576920              -0.00433285               0.00581119
         6       180              -0.02295600               0.01742200               0.00059100              -0.00385063               0.00821353              -0.00562276
         6       181               0.00124800               0.00506300               0.00058200               0.00607449               0.00047048              -0.01656491
         6       182              -0.00617300               0.00152600              -0.00300100              -0.00918904               0.00357761               0.00190117
         6       183               0.00238000              -0.00702600               0.00413800               0.00534675              -0.00592202               0.01425734
         6       184               0.01934500               0.02740400               0.01212600               0.01706124               0.01358625               0.01057245
         6       185              -0.01024900              -0.02689900              -0.03201400              -0.00829669              -0.01575722              -0.02297898
         6       186              -0.00651100               0.00320300               0.02246400              -0.00640070               0.00186736               0.01900934
         6       187               0.02668500              -0.01708700               0.06843700               0.01227982              -0.00675165               0.02655248
         6       188              -0.03620000               0.00844800              -0.01594900              -0.01838947               0.00254444              -0.00694272
         6       189               0.00974400               0.00576000              -0.04548100               0.00296797               0.00237365              -0.01574936
         6       190               0.00718000               0.04188800              -0.02214700              -0.00516480               0.01378934               0.00197105
         6       191              -0.00696000               0.00406400               0.00834400               0.00345412               0.00688085              -0.00095861
         6       192              -0.00754600              -0.04051400               0.01221100               0.00004469              -0.01843404               0.00138152
         7         1              -0.00642000              -0.00855200              -0.01807100              -0.01125596               0.00563770              -0.02185144
         7         2               0.01172900               0.01275800               0.02985000               0.00578451               0.00326332               0.02008003
         7         3              -0.00327200              -0.00102400              -0.00341900              -0.00057973              -0.01111656               0.00156069
         7         4               0.00443600              -0.03640600               0.01151600               0.00416693              -0.02249823               0.00792031
         7         5               0.00854600              -0.00093200              -0.01843000               0.00650255              -0.00222561              -0.01213257
         7         6              -0.01372500               0.03545400               0.00836500              -0.00657823               0.01899220               0.00565285
         7         7               0.02948700               0.01628700               0.03093400               0.01503477               0.01344324               0.01050787
         7         8              -0.03548400               0.00386600              -0.03092200              -0.01865739               0.00530279              -0.01632982
         7         9               0.00755800              -0.02199200               0.00386500               0.00235986              -0.02051587               0.00578561
         7        10               0.04760100              -0.00602000               0.01019300               0.01133828              -0.01191718               0.00976030
         7        11              -0.03470100              -0.01527800               0.00589900              -0.00748765              -0.00214109               0.00216315
         7        12              -0.02123700               0.01704100              -0.01453600              -0.01183455               0.01224943              -0.00810330
         7        13               0.00156200               0.00911700               0.02328500               0.00018148               0.00337466               0.00890662
         7        14              -0.00194300               0.00447900              -0.00855500               0.00259380               0.00658000              -0.00178865
         7        15               0.00381400              -0.00979400              -0.01041900              -0.00143468              -0.00975079              -0.00186830
         7        16              -0.00386100               0.02356400              -0.01171900              -0.01018304               0.01480541              -0.00277421
         7        17               0.00189500               0.00365300              -0.00249500               0.00165034               0.00227681              -0.00173460
         7        18               0.01281700              -0.01372300               0.01877200               0.00749747              -0.01014643               0.00662698
         7        19              -0.03976600               0.01087500              -0.02392600              -0.01088579              -0.01052476              -0.01662799
         7        20               0.02469600              -0.01787500               0.00947200               0.00693508              -0.00324441               0.00334671
         7        21               0.01541200               0.00349700               0.01329600               0.00748750               0.01112780               0.01031476
         7        22              -0.00595400               0.02970300              -0.02114200               0.00012934               0.00980182              -0.00732226
         7        23               0.01182000              -0.00997200               0.01403400               0.00085579               0.00298872               0.00441872
         7        24              -0.00787000              -0.02047500               0.00944100              -0.00651153              -0.01366316               0.00397956
         7        25               0.00251100               0.00016900               0.05047800               0.00146137               0.00043737               0.02934740
         7        26               0.01281900               0.00978900              -0.02671700               0.00122084               0.00393938              -0.02160540
         7        27              -0.01572600              -0.01671600              -0.01664100              -0.00487905              -0.00599200              -0.00074237
         7        28              -0.01662400              -0.01808000              -0.02643000              -0.00617548              -0.01619003              -0.02148163
         7        29               0.03475100               0.00189500               0.03946600               0.02601319               0.00201152               0.03020204
         7        30              -0.01951900               0.02036400              -0.01130100              -0.01778351               0.01651779              -0.00838247
         7        31               0.00340900              -0.02052900               0.02295300              -0.00202245              -0.00699419               0.00716536
         7        32              -0.01072900               0.00951400              -0.00753800              -0.00835550               0.00409176              -0.00139667
         7        33               0.01268300               0.00419200              -0.00902300               0.01442227              -0.00011396              -0.00613339
         7        34               0.01388500              -0.01403000              -0.01030900               0.01312327              -0.00240154              -0.00240755
         7        35              -0.01078200               0.00964200               0.01027400              -0.00433302               0.00228881               0.00246529
         7        36               0.00728800               0.00428400               0.00077000               0.00308060              -0.00368807              -0.00180638
         7        37               0.00108400              -0.00094400               0.00739800               0.00227215               0.00190090              -0.00151147
         7        38              -0.00719800              -0.00596600               0.00133400              -0.00101523              -0.00724959               0.00191148
         7        39               0.00453200               0.00813200              -0.00884200              -0.00001595               0.00288600              -0.00075472
         7        40               0.01479600               0.02000300               0.00032900               0.01298125               0.02170538              -0.00666666
         7        41              -0.01469500              -0.01849700              -0.00815100              -0.01346442              -0.02382103              -0.00275609
         7        42              -0.00507300              -0.00010900              -0.00274100              -0.00098447               0.00171688               0.00097876
         7        43              -0.02690300               0.01911700               0.03682200              -0.00513974               0.01933889               0.00352845
         7        44               0.01954500              -0.01115700              -0.03284300               0.00770272              -0.00373654              -0.00860648
         7        45               0.00634700              -0.00956100              -0.00302700               0.00151383              -0.01560183               0.00330260
         7        46               0.05339000               0.00386100               0.00113300               0.01882613               0.00189804               0.00782710
         7        47              -0.00754600              -0.00341600               0.01235200              -0.00000654              -0.00097282               0.00011829
         7        48              -0.04079400              -0.00154600              -0.00930900              -0.01653420              -0.00137145              -0.00620439
         7        49               0.00392200               0.00097000              -0.00958100               0.00262337              -0.00210545              -0.00346806
         7        50              -0.00050000              -0.00202600               0.01000500              -0.00263251              -0.00031356               0.00172889
         7        51              -0.00787700              -0.00055500              -0.00122100              -0.00014777               0.00011381               0.00016295
         7        52              -0.00748500               0.04307900               0.00272100               0.00134735              -0.00452583               0.00208752
         7        53              -0.00111300              -0.02631600              -0.00924200               0.00327968              -0.00257550              -0.00058356
         7        54              -0.00239200              -0.01432400               0.00350100              -0.00468514               0.00121412               0.00073908
         7        55              -0.00437300               0.02379600               0.02231000              -0.00398361               0.01618819               0.00313859
         7        56              -0.00414400              -0.00175900              -0.00223900              -0.00148330              -0.00386321               0.00628799
         7        57               0.01094600              -0.02210600              -0.01442500               0.00585207              -0.00996597              -0.00870992
         7        58               0.01987800               0.00772900               0.02803300               0.01733967               0.00185698               0.00220636
         7        59              -0.02522500              -0.00418900              -0.01642400              -0.01767570               0.00183435              -0.01494249
         7        60               0.00234000              -0.00599300              -0.00851200               0.00084309              -0.00314532               0.01081142
