     Conf.      atom         Ref. Fx(Ha/Bohr)         Ref. Fy(Ha/Bohr)         Ref. Fz(Ha/Bohr)           NN Fx(Ha/Bohr)           NN Fy(Ha/Bohr)           NN Fz(Ha/Bohr)
        31       118               0.01506200               0.02086000              -0.00887500              -0.00294288              -0.00762765              -0.00955509
        31       119               0.00014900               0.00060100               0.00970100               0.00817132               0.00846714               0.01081230
        31       120              -0.00091800              -0.01055000               0.00693800               0.00203283              -0.00037215               0.00237984
        31       121               0.01601700               0.01144000               0.01273700               0.00396121               0.00497292               0.00608902
        31       122              -0.01616100               0.00615800               0.00087600              -0.00044537               0.00212529               0.00059140
        31       123              -0.00571700              -0.01370200              -0.02131000              -0.00406322              -0.00616677              -0.01175127
        31       124              -0.02274100               0.02173500               0.00339700               0.00282597               0.00387240               0.00261841
        31       125               0.01151700              -0.00480200              -0.00374400               0.00257738               0.00293705              -0.00078821
        31       126               0.01466300              -0.01193200              -0.00330300              -0.00638661               0.00133584              -0.00129927
        31       127              -0.01037700              -0.01285200               0.00072400              -0.00966905               0.00247386               0.02693935
        31       128              -0.00140400              -0.01133200               0.01292400              -0.00191116              -0.01594550              -0.00052007
        31       129               0.01380000               0.02139700              -0.01103100               0.01472392               0.01324174              -0.02052282
        31       130               0.01699500               0.01796200               0.01256200               0.02258878               0.00225157               0.00087856
        31       131               0.00592500              -0.01332600              -0.01096700              -0.00144491              -0.00394149              -0.00330011
        31       132              -0.02059400              -0.00644000              -0.00644700              -0.02123284               0.00411355              -0.00044093
        31       133               0.01056800               0.00323600              -0.00210900              -0.00935808               0.00048082              -0.00063247
        31       134               0.00311000              -0.00996700               0.00500800               0.00741764              -0.00285994               0.00553308
        31       135              -0.01186600               0.00761400               0.00017600              -0.00172785               0.00613232               0.00030148
        31       136              -0.02267500               0.00951100              -0.02129100              -0.01423981               0.00673171              -0.01144224
        31       137               0.00544000               0.00456400               0.01775400               0.00287503               0.00560552               0.01262744
        31       138               0.01804600              -0.01832100               0.00019400               0.01380628              -0.00928634              -0.00112446
        31       139               0.00952700               0.02853800              -0.01731000              -0.00484116               0.01357038              -0.00999011
        31       140               0.00718800              -0.02106800               0.02047800               0.00579688              -0.01700920               0.00872846
        31       141              -0.01975300              -0.01401100               0.00281800              -0.00431643              -0.00454473               0.00260729
        31       142               0.00932300               0.01068800              -0.01013400              -0.00419088              -0.00749451              -0.00276039
        31       143              -0.00232400              -0.00247800               0.00757100               0.00521193               0.01028371               0.01175625
        31       144              -0.00965300              -0.01164500               0.00809500              -0.00324034              -0.00233128              -0.01052884
        31       145              -0.04071300              -0.00414700               0.01673400              -0.01369992              -0.00555198              -0.00155147
        31       146               0.01457000              -0.00352500              -0.01932600              -0.00341422               0.00083071              -0.00018174
        31       147               0.01979000               0.01149700               0.00960700               0.01333339               0.00905828               0.00290358
        31       148               0.00241600              -0.00516100              -0.01874100               0.01187196              -0.00813385              -0.01622047
        31       149               0.00814100               0.00170200              -0.00269700               0.00131129               0.00072188              -0.00790743
        31       150              -0.01040400               0.00718200               0.02178800              -0.00897490               0.00669067               0.02120393
        31       151              -0.01169700               0.00993700               0.01846500              -0.01318029               0.00431623               0.01481014
        31       152               0.02015800              -0.02476000               0.00257700               0.01348415              -0.01170961               0.00316727
        31       153              -0.00783400               0.01059500              -0.02439700              -0.00274431               0.00934064              -0.01985064
        31       154              -0.03513000              -0.04431900               0.02218100              -0.00789635              -0.01371566               0.00852467
        31       155              -0.00483100               0.01104700              -0.00140700              -0.01250039              -0.00022548              -0.00220198
        31       156               0.02591000               0.02411900              -0.01645900               0.01808717               0.01016253              -0.00358138
        31       157               0.01131100              -0.01590400              -0.00386400               0.00267106              -0.00977028               0.00275058
        31       158              -0.01292700               0.00885400               0.01226300              -0.00054828              -0.00058585               0.00257909
        31       159               0.00066400               0.00350100              -0.00160600               0.00247974               0.00668546              -0.00116209
        31       160              -0.01419100              -0.02720700               0.00180400              -0.00506347              -0.01114051               0.00098174
        31       161               0.01945800               0.02733900              -0.00666400               0.00978579               0.01101892              -0.00337544
        31       162              -0.00372900              -0.00107300              -0.00287300              -0.00568437              -0.00321689              -0.00046099
        31       163               0.00990700              -0.00104000              -0.00655500               0.01014763               0.00259790               0.00643822
        31       164               0.00768100               0.00073200              -0.00449000               0.00506160               0.00407815              -0.01295129
        31       165              -0.01185200              -0.00364600               0.00790800              -0.01240335              -0.00785442               0.00202895
        31       166               0.02307400              -0.00031000               0.00524200               0.01113263              -0.00095001               0.00589291
        31       167              -0.01613700              -0.00616500              -0.00755800              -0.01112719              -0.00725087              -0.00320354
        31       168              -0.00239600               0.00734300              -0.00157100               0.00351674               0.00640451              -0.00445586
        31       169               0.00160200               0.00533600              -0.00321500              -0.00034390              -0.00113078               0.01258589
        31       170              -0.01155000              -0.00435400               0.00507400              -0.01481190              -0.00303572              -0.00277610
        31       171               0.00893300               0.00062200               0.00347200               0.01168829               0.00360667              -0.00633177
        31       172              -0.02697700               0.01191300               0.00159700              -0.01561380               0.00478656               0.00523760
        31       173               0.00963200              -0.00035200               0.00544200               0.00643314              -0.00139097              -0.00015185
        31       174               0.00866000              -0.00612800              -0.00568600               0.00549053               0.00086430              -0.00463631
        31       175              -0.02690900              -0.01397500              -0.01902900              -0.00945452               0.00052297              -0.01192771
        31       176               0.00469700               0.00800800              -0.00513800              -0.00379032              -0.00522041              -0.00647702
        31       177               0.02612200               0.00189000               0.02704900               0.01559849               0.00248359               0.01706551
        31       178              -0.01174500              -0.01146000              -0.00230400               0.00067437              -0.00757616              -0.00384082
        31       179               0.01714900               0.01667700              -0.01072500               0.00180456               0.00822656              -0.00515157
        31       180              -0.01044400              -0.00199500               0.01180300              -0.00738853              -0.00358524               0.00538177
        31       181              -0.02561000               0.00278500              -0.00601400              -0.00708451               0.00957406              -0.00950628
        31       182               0.01521900              -0.00248000               0.00790900               0.00754676              -0.00005290               0.00519855
        31       183               0.00921200               0.00362900               0.00206600               0.00158341              -0.00447582               0.00625642
        31       184              -0.01211600              -0.01242700               0.00537900               0.00554825              -0.00061004               0.00776011
        31       185               0.00768900              -0.00423400              -0.00138300               0.00044399              -0.00616672              -0.00905847
        31       186               0.00249400               0.00923200              -0.00773200              -0.00796466              -0.00043261               0.00239522
        31       187              -0.03863100              -0.02510400              -0.02703900              -0.02159716              -0.01470058               0.00111547
        31       188               0.03566800               0.01999700               0.04034800               0.01171098               0.00605773               0.01308002
        31       189               0.00567700               0.00428900              -0.01848600               0.00571269               0.00324754              -0.02147139
        31       190              -0.00216500              -0.01126000               0.02648700               0.00591732              -0.02489948               0.00757872
        31       191               0.00367800              -0.00567300              -0.00123600               0.00154694               0.00123887               0.01493482
        31       192               0.00112100               0.02503400              -0.02807900              -0.00312691               0.02166226              -0.02117790
        32         1              -0.00118600               0.00181000              -0.01611800               0.00365011               0.00571901              -0.01130147
        32         2               0.01338900               0.01195500               0.01235200               0.00441739               0.00265184               0.00997182
        32         3              -0.00579700              -0.01760100               0.00327000              -0.00433994              -0.00825442               0.00340895
        32         4               0.00263000              -0.03341600               0.02773000              -0.00840567               0.00176659               0.01034881
        32         5              -0.00864900               0.02995400              -0.01827900               0.00108660               0.00411690              -0.00869464
        32         6               0.00147900               0.00226300              -0.01213900               0.00739644              -0.00791858              -0.00358825
        32         7              -0.01030400              -0.03007500              -0.00975500               0.00010752              -0.00434484               0.00979399
        32         8               0.00634200               0.01268600              -0.00548300              -0.00117136               0.00582683              -0.01131186
        32         9               0.00256300               0.01730700               0.00928700               0.00012908              -0.00566051              -0.00130388
        32        10               0.04786000               0.00964500               0.01168900               0.01770616               0.00818321               0.00531296
        32        11              -0.01194200              -0.01579400               0.00005700               0.00236836               0.00044723               0.00111935
        32        12              -0.03681600               0.00769600              -0.01314200              -0.01965422              -0.00182131              -0.00331661
        32        13              -0.00829900              -0.02400200               0.02117700              -0.00454296              -0.01270430               0.00256698
        32        14               0.01915400               0.01726100              -0.00847400               0.00623747               0.00606412              -0.00355625
        32        15               0.00292700              -0.00721600               0.00327200               0.00162193              -0.00062936               0.00759062
        32        16              -0.01091000              -0.00350900               0.00073300              -0.01275069              -0.00303438               0.00410911
        32        17               0.02143800              -0.00389900              -0.00173400               0.01615153              -0.00263608               0.00004371
        32        18              -0.00381900               0.00562400              -0.00318100              -0.00426464               0.00783073              -0.00516450
        32        19               0.00093400               0.00774500               0.01336200               0.00049307               0.00523390               0.00159540
        32        20              -0.00003700               0.00066500               0.00261000               0.00075783               0.00067245              -0.00110731
        32        21              -0.00093800              -0.01027700              -0.01425500               0.00066600              -0.00502946              -0.00276681
        32        22               0.03387100               0.04517400              -0.02455700               0.01838427               0.01652253              -0.01123803
        32        23              -0.00592500              -0.00795500               0.00794400              -0.00233589               0.00575719              -0.00770887
        32        24              -0.02687600              -0.02839200               0.01855700              -0.01526505              -0.01970325               0.01392107
        32        25              -0.01938800              -0.04235200               0.02894500              -0.01085149              -0.01224832               0.01564326
        32        26               0.00594200               0.02384400              -0.03010100              -0.00206859               0.00771804              -0.02563082
        32        27               0.01132800               0.02201500               0.00561700               0.01349117               0.00673130               0.01414457
        32        28              -0.00542000              -0.02363400              -0.01863700              -0.00297463              -0.04244348               0.00584876
        32        29               0.01839700               0.00333100               0.03579400               0.01744889               0.00050334               0.02944266
        32        30              -0.01195900               0.01211900              -0.02247400              -0.01274780               0.03705852              -0.03633059
        32        31               0.03621000              -0.02185700              -0.00315600               0.01607467              -0.00489703              -0.00015793
        32        32              -0.01085500               0.01250800              -0.00609400               0.00095188               0.00242860              -0.00529210
        32        33              -0.02100100               0.00057300               0.00935000              -0.01168006              -0.00241737               0.00561780
        32        34              -0.00425600              -0.00796600              -0.00831800              -0.00068559              -0.00529313              -0.00580332
        32        35              -0.00287200               0.01047900               0.00965800              -0.00232685              -0.00056880              -0.00193142
        32        36               0.00693000              -0.00015200               0.00060500               0.00206952               0.00725600               0.00545290
        32        37               0.01396700              -0.00285700               0.00737400              -0.00149975               0.00916456               0.00094704
        32        38              -0.00616200              -0.00082100               0.00017200               0.00097921              -0.00700293               0.00238395
        32        39              -0.00649300               0.00482000              -0.00598500              -0.00003165               0.00081224               0.00060721
        32        40               0.01590200               0.01604700              -0.00360300              -0.00473210               0.00907335               0.00511203
        32        41              -0.01240900              -0.01444400               0.00076800               0.00107179               0.00096797               0.00335783
        32        42              -0.00904000              -0.00553700               0.01149900               0.00066907              -0.01174382              -0.01028052
        32        43              -0.00460900              -0.01384400              -0.00235000              -0.00806860              -0.01251290               0.00356438
        32        44              -0.00437100              -0.01237800              -0.00227200               0.00227438              -0.00547794              -0.00325276
        32        45               0.00638400               0.02434800               0.00456500               0.00616271               0.01175651              -0.00367427
        32        46               0.03973000               0.00607700               0.02855600               0.01369452              -0.00129069               0.01974485
        32        47              -0.00117300              -0.00437600              -0.00084400               0.00913383              -0.00104651              -0.00887357
        32        48              -0.03924400               0.00080600              -0.01972600              -0.02472473               0.00177044              -0.01248982
        32        49              -0.03732800              -0.00141900               0.01326400              -0.00302247               0.00494066               0.00435603
        32        50               0.02373900              -0.00037200              -0.00723800               0.01369230               0.00144590              -0.00082356
        32        51               0.00001200               0.00366200               0.00120100              -0.01587790              -0.00521983              -0.00165991
        32        52              -0.01074400               0.02293300              -0.00693400              -0.00134131               0.00832363               0.00751763
        32        53               0.00819200              -0.01665600               0.00052100               0.01442490              -0.01003574              -0.00376130
        32        54               0.00844500               0.00162700               0.01058500              -0.00436129               0.00395035               0.00697356
        32        55               0.00602300               0.05317100              -0.01144600               0.00306094               0.02860384              -0.00601352
        32        56              -0.00138600              -0.01623700               0.04793900               0.00198483              -0.00411322               0.02603555
        32        57              -0.00226700              -0.03572500              -0.03820000              -0.00438678              -0.01686094              -0.02475842
        32        58              -0.03289100              -0.00697000              -0.03682300              -0.01833255              -0.00528393              -0.02037957
        32        59               0.03766600               0.00318800               0.02497100               0.02109546               0.00126150               0.01451487
        32        60              -0.00571800               0.00690800               0.01068000              -0.00204257               0.00154335               0.00334672
        32        61              -0.00845000               0.00010900              -0.03520400               0.00392925              -0.00384212              -0.01024879
        32        62              -0.02493900               0.01033600               0.01741000              -0.02190412               0.01251482               0.00494055
        32        63               0.01602500              -0.00133800               0.00918000               0.01057292              -0.00617620               0.00130602
        32        64               0.00289700               0.01962400               0.00817000               0.00273941              -0.00211990              -0.00132265
        32        65              -0.01343800              -0.00936100              -0.00641200              -0.00677393               0.00013837              -0.00176093
        32        66               0.00701500              -0.01427100              -0.00481500               0.00448620              -0.00129945               0.00222685
        32        67               0.00107600               0.01373500              -0.01427300              -0.00018378               0.00869665              -0.01500330
        32        68              -0.00087400              -0.00919500               0.01681700              -0.00235398              -0.01679645               0.01399127
        32        69              -0.00359500              -0.00570100              -0.00137000              -0.00054987               0.01031376              -0.00057133
        32        70              -0.00118200               0.00589800              -0.00091900               0.00412693              -0.00332130               0.00469132
        32        71               0.00482800              -0.00674800              -0.00439900               0.00681745              -0.00291626              -0.00410493
        32        72              -0.00225500               0.00389100               0.00406300              -0.00380431               0.00750501              -0.00203575
        32        73              -0.02630000              -0.01714200               0.01180700              -0.02178724              -0.01394696               0.00610123
        32        74               0.01013000               0.01333500              -0.04056500               0.00738526               0.00987025              -0.02274625
        32        75               0.01277900               0.00268000               0.03297200               0.01048774               0.00678382               0.01613862
        32        76               0.05080200              -0.01614700               0.00741700               0.01660648              -0.00387838               0.00635367
        32        77              -0.02652300              -0.00108600               0.00939600               0.00209589              -0.00209698               0.00493776
        32        78              -0.01960900               0.01613900              -0.01778500              -0.01606249               0.00710542              -0.01062948
        32        79               0.00962600               0.00792600              -0.01777900               0.00534955               0.01156592              -0.01306833
        32        80              -0.00607400               0.00487600               0.02216500              -0.00469284               0.00361545               0.01500683
        32        81               0.00535700              -0.00826200              -0.00151400               0.00444717              -0.01352589               0.00009564
        32        82               0.00257800              -0.02655300              -0.02196000               0.00048312              -0.01453012              -0.00197664
        32        83              -0.00268500               0.02412200               0.01550300              -0.00118742               0.01417013               0.01029107
        32        84               0.00143800              -0.00454900               0.01077900               0.00038872              -0.00049574              -0.00644696
        32        85               0.01695200              -0.00555800               0.00155000               0.00758281               0.00407010               0.00911008
        32        86              -0.00898700               0.01037600               0.00200900              -0.00328547               0.00251306              -0.00064997
        32        87              -0.00175400              -0.01345600              -0.00308800              -0.00203574              -0.00753565              -0.00438877
        32        88              -0.01250700              -0.03585500               0.02122200              -0.01057694              -0.01513845               0.01970863
        32        89              -0.00139500              -0.01489000              -0.00968300              -0.00009440              -0.02200387              -0.01372806
        32        90               0.01650500               0.04108800              -0.01707900               0.00949173               0.02966240              -0.00495552
        32        91               0.00480300               0.02387600              -0.01405100               0.00048937               0.01086305              -0.00509104
        32        92               0.01442000              -0.01141100               0.00754900               0.00644084              -0.01031032               0.00340198
        32        93              -0.01119600              -0.01435700               0.00513700              -0.00214140              -0.00156953               0.00056896
        32        94              -0.06888200               0.00217500               0.02633300              -0.01860172               0.00322360               0.00570934
        32        95               0.04944400              -0.02349000               0.00744300               0.01328930              -0.01256387               0.00754368
        32        96               0.01803400               0.02043300              -0.03553400              -0.00031878               0.00892259              -0.01420023
        32        97               0.00486900              -0.02430100               0.01839100               0.00006170              -0.00431314               0.00383561
        32        98              -0.00637400               0.01457200              -0.00410600              -0.01716802               0.01026976               0.00507499
        32        99               0.00034000               0.01360400              -0.01106900               0.01125691              -0.00319110              -0.00550658
        32       100              -0.00166900               0.01804100               0.02723900               0.01028118               0.01434874               0.00538177
        32       101              -0.01938600              -0.00852800              -0.01575900              -0.01149233              -0.00603223              -0.00700460
        32       102               0.01899900              -0.00834600              -0.01656600               0.00574027              -0.00418618              -0.00189124
        32       103              -0.01250200              -0.01946000               0.01261600              -0.00832148              -0.01539409               0.01514232
        32       104               0.00508800               0.02757800               0.00491600               0.00267212               0.01418801              -0.00034791
        32       105              -0.00136700              -0.01382500              -0.01714300              -0.00127890              -0.00451959              -0.00981702
        32       106               0.00369200               0.00030500               0.02632600              -0.00676956               0.00506134               0.01881719
        32       107              -0.00261200              -0.00290300              -0.02957100              -0.00176417              -0.00212093              -0.02061507
        32       108              -0.00588700               0.00468400               0.00073700               0.00226429              -0.00004074               0.00188298
        32       109               0.00387000               0.00427700               0.00351900              -0.00103152               0.00218674              -0.00629717
        32       110              -0.00239600               0.00140800               0.00053000               0.00014516               0.00073529               0.00155688
        32       111               0.00145200              -0.00688700              -0.00620600               0.00003341               0.00209965               0.00098056
        32       112               0.00044700              -0.00218200              -0.05289800               0.00960009              -0.01069080              -0.01322023
        32       113              -0.00022400               0.00529100               0.04875000               0.00271057               0.00518884               0.02382346
        32       114               0.00034400               0.00436800              -0.00428900              -0.01722430               0.01079019              -0.01141299
        32       115              -0.01554500              -0.00759500               0.00979200              -0.00150100              -0.00195758              -0.00117964
        32       116               0.00531200               0.00833600              -0.00446200               0.00116229              -0.00003576               0.00067003
        32       117               0.01441400              -0.00082600              -0.00974400               0.00212539              -0.00384226              -0.00026728
        32       118               0.01221600               0.01300700               0.00445800               0.00828360               0.01284043              -0.00588419
        32       119              -0.00151500               0.00242700              -0.01643300               0.00010850              -0.00109175              -0.00359747
        32       120               0.00138400              -0.00617500               0.01580800              -0.00061388              -0.00679210               0.00821226
        32       121               0.01821400               0.01824700               0.00257400               0.00260105               0.00364687               0.00200330
        32       122              -0.01470100               0.00400000               0.00409400               0.00475884               0.00227821               0.00222290
        32       123              -0.00573600              -0.02075300              -0.01752500              -0.00591432              -0.00866989              -0.01165861
        32       124              -0.00103500               0.01450900               0.00409600              -0.00208977               0.00716550               0.01954086
        32       125              -0.01649000              -0.00285900              -0.01294700              -0.01235685               0.00391014              -0.01624579
        32       126               0.01809100              -0.00546200               0.01132900               0.00913652              -0.00196719               0.00417200
        32       127               0.00231200               0.01851900               0.02298100               0.00488861               0.00304709               0.01202183
        32       128              -0.00277200              -0.00831400              -0.01994400              -0.00178956              -0.00252832              -0.00589006
        32       129               0.00002800              -0.01255600              -0.00635300              -0.00279719              -0.00191954              -0.00096876
        32       130              -0.00985100              -0.02024600              -0.01437400               0.00110944               0.00618031               0.00641664
        32       131              -0.00213000               0.01558200               0.00893900              -0.01365472              -0.00363018              -0.00493600
        32       132               0.01016700               0.00952900              -0.00004900               0.01142713               0.00042125              -0.00237366
        32       133              -0.00856200               0.00510800               0.00022600               0.00610942               0.01081865              -0.00288721
        32       134               0.00340000               0.00642600              -0.00387200              -0.00288853               0.00473337              -0.00442154
        32       135               0.01018100              -0.01132000               0.00464500               0.00046224              -0.01544362               0.00634889
        32       136              -0.00752500               0.00939600              -0.02473200              -0.01243785               0.01183771              -0.01728447
        32       137              -0.00038500               0.00677100               0.03437800               0.00184814               0.00644294               0.02159613
        32       138               0.00842900              -0.02119900              -0.00785300               0.01194611              -0.01417991              -0.00310187
        32       139               0.02517900               0.00248300              -0.00592300               0.01362204              -0.00001402               0.00368550
        32       140               0.00224600               0.00730800              -0.00617500               0.00342478               0.00724561              -0.01205676
        32       141              -0.03098900              -0.01077900               0.01758000              -0.01761117              -0.01119008               0.01176817
        32       142              -0.00205400              -0.01495400               0.00985500               0.00003360              -0.00386991               0.00054879
        32       143              -0.00245200               0.00552400              -0.01035400               0.00015228               0.00345732               0.00263561
        32       144              -0.00135600               0.00731000               0.00523400              -0.00139042               0.00127350              -0.00290945
        32       145               0.01991600               0.01063200              -0.00780100               0.01001606               0.00276947              -0.00245243
        32       146              -0.02119700              -0.00032800               0.01375600              -0.01529668               0.00125054               0.00925613
        32       147              -0.00642000              -0.00475900               0.00063200               0.00192011               0.00151913              -0.00131709
        32       148               0.01495200              -0.01252800               0.00566100               0.01406204              -0.01399575              -0.00301476
        32       149              -0.01029700               0.00379500              -0.01645500              -0.00430469               0.00310598              -0.01483742
        32       150              -0.00566700               0.00727900               0.01634900              -0.00606260               0.00852915               0.01624769
        32       151              -0.02213400              -0.00124900               0.00676200              -0.00744658               0.00014850              -0.00025801
        32       152               0.01931000              -0.00369500              -0.00732700               0.00925245              -0.00402414               0.00230526
        32       153               0.00548000               0.00740500              -0.00550700              -0.00206884               0.00549623              -0.00627072
        32       154              -0.04109200              -0.03948200               0.02876400              -0.00761214              -0.01389813               0.01058770
        32       155              -0.01251400              -0.00287400              -0.00170100              -0.01344725               0.00000308              -0.00197045
        32       156               0.04552600               0.03173900              -0.02370400               0.01843148               0.00915434              -0.00552818
        32       157               0.02856900              -0.04119100              -0.01327200               0.01020656              -0.01566198              -0.00000707
        32       158              -0.02573000               0.02944900               0.01523300              -0.00471334               0.00572125               0.00363186
        32       159               0.00113300               0.00716500              -0.00380100               0.00154444               0.00453262              -0.00187956
        32       160              -0.00691600              -0.00533200               0.00927800              -0.00316255              -0.00459076               0.00419630
        32       161               0.00440600               0.00950500               0.00438900               0.00489866               0.00449108               0.00088464
        32       162               0.00218500              -0.00323600              -0.02284300              -0.00438290              -0.00213481              -0.00722869
        32       163               0.02755100               0.00334400               0.01882200               0.01289935               0.00527624               0.00763936
        32       164              -0.01099500               0.00711200              -0.01671200              -0.00168277               0.00840115              -0.01583830
        32       165              -0.01540200              -0.01633700              -0.00038500              -0.01161098              -0.01435142               0.00456375
        32       166               0.03271900               0.01622100               0.00042400               0.01738546              -0.00224369               0.00515366
        32       167              -0.02108900              -0.01223500              -0.01195600              -0.01493803              -0.01138536              -0.00724984
        32       168              -0.00319800              -0.00463200               0.00762000               0.00503698               0.00965123              -0.00141403
        32       169               0.00487700               0.00257000               0.00280600              -0.00823580               0.00342212              -0.01171531
        32       170               0.01296100               0.00721100              -0.00279100               0.01590140               0.00551805               0.00209998
        32       171              -0.01737200              -0.00480300               0.00230400              -0.01317488              -0.00919964               0.01304609
        32       172               0.01839800               0.00069600              -0.00285000               0.00554165               0.00019304               0.00287657
        32       173              -0.01960000              -0.00105100              -0.00899300              -0.00773359              -0.00130908              -0.00229928
        32       174              -0.00557400               0.00530800               0.00935400               0.00359677               0.00320914               0.00055593
        32       175              -0.03480100              -0.03503000              -0.01945600              -0.01065821              -0.01756690               0.00362379
        32       176               0.02149400               0.03961400               0.00225500               0.01525957               0.02234141              -0.00230247
        32       177               0.01482300              -0.00337100               0.02042500              -0.00291381              -0.00525924              -0.00113905
        32       178              -0.02221900              -0.01288300               0.00496600              -0.01177595               0.00536571               0.00607822
        32       179               0.00584100               0.02324100               0.00244400              -0.00382263               0.00407151               0.00123324
        32       180               0.00660400              -0.00261700              -0.00290100               0.00909569              -0.00846443              -0.00850244
        32       181               0.00264200              -0.01531600               0.01388900              -0.01076933              -0.00650604               0.00622186
        32       182              -0.00209300              -0.00495200               0.00913900               0.00656877              -0.00191206               0.00717311
        32       183               0.00201100               0.02257600              -0.01705700               0.00612674               0.01270959              -0.01156056
        32       184               0.02749300               0.01773200               0.02456400               0.01954240               0.00888821               0.00874976
        32       185              -0.01981800              -0.02969400              -0.02313600              -0.00956293              -0.01553518              -0.01952833
        32       186              -0.00774400               0.00212000              -0.00046400              -0.01143328               0.00203501               0.01335609
        32       187              -0.03849100              -0.02605500              -0.01178200              -0.02198620              -0.01739475               0.00222332
        32       188               0.02650200               0.02091500               0.03102800               0.00679503               0.00752306               0.00857277
        32       189               0.01110100               0.00836100              -0.02914800               0.00729118               0.00431232              -0.02250113
