       1
   0.0004854923  -0.0014147605   0.0090452967
  -0.0035976638  -0.0118231090  -0.0120336532
   0.0044724565   0.0035498154   0.0037065108
   0.0234448566  -0.0057069917  -0.0302169548
  -0.0279647436  -0.0069592924   0.0199201084
   0.0028098193   0.0141501724   0.0156885004
  -0.0186032458  -0.0249819444  -0.0185793462
   0.0213247580  -0.0245276717   0.0397256471
   0.0132005531   0.0522233119  -0.0241776497
   0.0034823935  -0.0559550553  -0.0104281966
   0.0178483555   0.0106369517  -0.0019582968
  -0.0204261675   0.0348976234   0.0016075605
   0.0025919940   0.0060457801  -0.0052614538
  -0.0012859785  -0.0073329787   0.0101549583
   0.0044259952  -0.0025422329   0.0017298394
   0.0493874890  -0.0153199215   0.0220358320
  -0.0386697525  -0.0014637673  -0.0104290629
  -0.0043126697   0.0163889068  -0.0136046619
  -0.0146345760  -0.0112952800  -0.0020271363
   0.0094193370   0.0064339012   0.0024280083
   0.0022792497   0.0068055272  -0.0036624319
   0.0345982630   0.0291208367   0.0234607218
  -0.0074620429   0.0063424685  -0.0221300514
  -0.0223258566  -0.0278882647   0.0116400959
   0.0231657336   0.0354122641  -0.0148228272
  -0.0022534103  -0.0212192798   0.0190824144
  -0.0221637550  -0.0193523217  -0.0082154936
  -0.0172880568   0.0186857149  -0.0003994448
   0.0023463884  -0.0136437327  -0.0066508095
   0.0155010417  -0.0143119919  -0.0007244015
  -0.0111245466  -0.0223324778  -0.0323850537
  -0.0013775307   0.0116553876   0.0291839224
   0.0035669505   0.0060122080   0.0086267973
  -0.0208196022   0.0018499691   0.0461814472
   0.0186250543  -0.0216022989  -0.0467882730
   0.0001766891   0.0182164695   0.0000188836
   0.0027883249   0.0196700897  -0.0176946816
  -0.0004313736  -0.0142970758   0.0105680253
  -0.0067739499  -0.0017404868   0.0077364041
   0.0072672545   0.0132732750   0.0130135369
  -0.0084890197  -0.0126649390  -0.0146059967
  -0.0050833655   0.0114109631  -0.0024448574
   0.0061814829  -0.0079573099  -0.0112009674
  -0.0053881323   0.0015826099   0.0095988362
   0.0000510236   0.0054714036  -0.0001868793
   0.0231855040  -0.0230208182   0.0041266044
  -0.0144151547  -0.0015465774   0.0072764537
  -0.0098193179   0.0109113362  -0.0084430729
  -0.0334634977  -0.0014596975   0.0060247294
   0.0038080837  -0.0025935277  -0.0075912444
   0.0234792326   0.0133954763   0.0025268977
  -0.0068305245   0.0201534297  -0.0038625775
   0.0177505941  -0.0157763986  -0.0064076688
  -0.0143911460  -0.0047602575   0.0104116900
  -0.0071157434  -0.0343582312   0.0276140852
   0.0081801833   0.0247092556  -0.0138448069
   0.0017153103  -0.0012722199  -0.0108207877
  -0.0153073788  -0.0188377425  -0.0249649975
   0.0163082734   0.0026004925   0.0063852220
   0.0011046840   0.0143288874   0.0138564602
  -0.0144530173   0.0211128894   0.0159680652
   0.0188427708  -0.0143376614  -0.0163777825
  -0.0102910271  -0.0031453806  -0.0075013761
  -0.0222264374  -0.0086656087  -0.0006074577
  -0.0053641985  -0.0074397988   0.0040566636
   0.0275692642   0.0084566924  -0.0090520685
  -0.0086580938  -0.0128235437   0.0091007256
   0.0062524077   0.0137682808  -0.0118882552
   0.0034051374   0.0008481989   0.0033962374
  -0.0081713573   0.0105271257  -0.0084203508
  -0.0003601028   0.0022516127   0.0031905845
   0.0057550142  -0.0039289384   0.0026607396
   0.0179011427   0.0216133371  -0.0105624270
  -0.0189294107  -0.0119630234   0.0186580406
  -0.0017539712  -0.0054072544  -0.0054129784
   0.0407971273   0.0077659371  -0.0311243663
  -0.0368191670  -0.0041637631   0.0251902848
   0.0019546260  -0.0009853362   0.0017136283
