       1 T
   23.47039800000000    0.00000000000000    0.00000000000000
    0.00000000000000   23.47039800000000    0.00000000000000
    0.00000000000000    0.00000000000000   23.47039800000000
  8    4.6048390000   22.6094090000   19.8443900000   -0.2814851761    0.0000000000    0.0004854923   -0.0014147605    0.0090452967
  1    3.4538920000   21.7362760000   18.7766240000    0.1360079431    0.0000000000   -0.0035976638   -0.0118231090   -0.0120336532
  1    4.1503140000    0.8832310000   19.6455500000    0.1421766052    0.0000000000    0.0044724565    0.0035498154    0.0037065108
  8    2.4845460000   18.4621760000    8.2688750000   -0.2988905611    0.0000000000    0.0234448566   -0.0057069917   -0.0302169548
  1    1.1083300000   18.7170310000    9.3348690000    0.1393051626    0.0000000000   -0.0279647436   -0.0069592924    0.0199201084
  1    2.1446070000   17.0172000000    7.1489660000    0.1503725750    0.0000000000    0.0028098193    0.0141501724    0.0156885004
  8   10.1361110000   17.8990740000   17.1444960000   -0.2422548658    0.0000000000   -0.0186032458   -0.0249819444   -0.0185793462
  1   11.1273210000   17.5499440000   18.5506460000    0.1399306927    0.0000000000    0.0213247580   -0.0245276717    0.0397256471
  1   10.8081120000   19.4498420000   16.7171670000    0.1342591823    0.0000000000    0.0132005531    0.0522233119   -0.0241776497
  8    5.6603970000    3.2411320000    5.7104870000   -0.2616398886    0.0000000000    0.0034823935   -0.0559550553   -0.0104281966
  1    3.9614300000    2.4297810000    5.7954400000    0.1260013782    0.0000000000    0.0178483555    0.0106369517   -0.0019582968
  1    6.8205980000    1.6674040000    5.6573100000    0.1397049861    0.0000000000   -0.0204261675    0.0348976234    0.0016075605
  8    7.6149190000   10.3360930000   13.8794110000   -0.2653929532    0.0000000000    0.0025919940    0.0060457801   -0.0052614538
  1    6.7587230000    8.8166530000   14.3729210000    0.1408035325    0.0000000000   -0.0012859785   -0.0073329787    0.0101549583
  1    9.0554230000   10.5254580000   14.9633970000    0.1580480111    0.0000000000    0.0044259952   -0.0025422329    0.0017298394
  8   12.2191410000   17.9706630000    2.4190960000   -0.2917080273    0.0000000000    0.0493874890   -0.0153199215    0.0220358320
  1   10.4856260000   17.5990330000    2.3374550000    0.1214532759    0.0000000000   -0.0386697525   -0.0014637673   -0.0104290629
  1   12.8082970000   16.6006140000    3.5748210000    0.0980070731    0.0000000000   -0.0043126697    0.0163889068   -0.0136046619
  8    2.3095280000   10.6925980000   18.7828930000   -0.2786909900    0.0000000000   -0.0146345760   -0.0112952800   -0.0020271363
  1    3.8535700000   10.6670910000   19.7408010000    0.1370175876    0.0000000000    0.0094193370    0.0064339012    0.0024280083
