     Conf.      atom   element    Ref. charge(e)      NN charge(e)          Ref. energy(Ha)            NN energy(Ha)
         1        33         1        0.13555200        0.13566172               0.00000000              19.19395463
         1        34         8       -0.25864500       -0.25575681               0.00000000             -55.63704935
         1        35         1        0.14090700        0.13116865               0.00000000              19.19111783
         1        36         1        0.15054800        0.15622566               0.00000000              19.19599021
         1        37         8       -0.27037500       -0.25386936               0.00000000             -55.63622683
         1        38         1        0.14163300        0.13628248               0.00000000              19.19386565
         1        39         1        0.14025700        0.14530325               0.00000000              19.19448927
         1        40         8       -0.27131500       -0.27520455               0.00000000             -55.63556913
         1        41         1        0.13298900        0.12056854               0.00000000              19.19317715
         1        42         1        0.13879200        0.14153536               0.00000000              19.19452130
         1        43         8       -0.27166000       -0.28144165               0.00000000             -55.63623765
         1        44         1        0.14305100        0.13363150               0.00000000              19.19212150
         1        45         1        0.14215400        0.13693440               0.00000000              19.19855549
         1        46         8       -0.28768200       -0.26050868               0.00000000             -55.63586814
         1        47         1        0.14090800        0.12874454               0.00000000              19.19563384
         1        48         1        0.14492000        0.13490332               0.00000000              19.19587163
         1        49         8       -0.28136000       -0.29388771               0.00000000             -55.63768036
         1        50         1        0.12672600        0.10478733               0.00000000              19.19323107
         1        51         1        0.13126000        0.13860147               0.00000000              19.19391552
         1        52         8       -0.26076100       -0.25399220               0.00000000             -55.63719960
         1        53         1        0.14988300        0.14652071               0.00000000              19.19455003
         1        54         1        0.14560700        0.14000963               0.00000000              19.19545883
         1        55         8       -0.28161700       -0.27637858               0.00000000             -55.63676074
         1        56         1        0.12969300        0.13811847               0.00000000              19.19509122
         1        57         1        0.13579300        0.13454778               0.00000000              19.19212927
         1        58         8       -0.25717800       -0.24979402               0.00000000             -55.63580418
         1        59         1        0.14139400        0.13446951               0.00000000              19.19263024
         1        60         1        0.14061300        0.14828427               0.00000000              19.19502312
         1        61         8       -0.27170100       -0.25010904               0.00000000             -55.63713833
         1        62         1        0.13706400        0.13751157               0.00000000              19.19344704
         1        63         1        0.14929400        0.14357651               0.00000000              19.19485454
         1        64         8       -0.28953100       -0.36248683               0.00000000             -55.63582079
         1        65         1        0.13218700        0.15844904               0.00000000              19.19538635
         1        66         1        0.12190000        0.11366888               0.00000000              19.19478814
         1        67         8       -0.24734000       -0.24539129               0.00000000             -55.63514518
         1        68         1        0.14199900        0.13463172               0.00000000              19.19466486
         1        69         1        0.15860300        0.15636624               0.00000000              19.19615979
         1        70         8       -0.20986400       -0.23562833               0.00000000             -55.63722449
         1        71         1        0.14964000        0.14617947               0.00000000              19.19524377
         1        72         1        0.14733700        0.15029707               0.00000000              19.19536055
         1        73         8       -0.23466700       -0.25504567               0.00000000             -55.63697734
         1        74         1        0.16546400        0.15441772               0.00000000              19.19404514
         1        75         1        0.15778800        0.15391281               0.00000000              19.19736914
         1        76         8       -0.28120100       -0.27449648               0.00000000             -55.63429551
         1        77         1        0.14246900        0.14459339               0.00000000              19.19795026
         1        78         1        0.12179300        0.11405926               0.00000000              19.19246601
         1        79         8       -0.28230500       -0.29993368               0.00000000             -55.63516561
         1        80         1        0.13879300        0.14395235               0.00000000              19.19378091
         1        81         1        0.11988400        0.13092153               0.00000000              19.19382823
         1        82         8       -0.27529800       -0.26791511               0.00000000             -55.63640029
         1        83         1        0.14874900        0.14372726               0.00000000              19.19744604
         1        84         1        0.14651700        0.15236446               0.00000000              19.19410103
         1        85         8       -0.29419500       -0.29618540               0.00000000             -55.63638210
         1        86         1        0.14019200        0.14393592               0.00000000              19.19860625
         1        87         1        0.12787900        0.12326801               0.00000000              19.19439518
         1        88         8       -0.23565100       -0.22172331               0.00000000             -55.63584122
         1        89         1        0.17174100        0.15037760               0.00000000              19.19791990
         1        90         1        0.15360600        0.14167462               0.00000000              19.20091877
         1        91         8       -0.26667800       -0.25862193               0.00000000             -55.63859475
         1        92         1        0.15576400        0.16136886               0.00000000              19.19470947
         1        93         1        0.14291600        0.14047796               0.00000000              19.19283125
         1        94         8       -0.25599700       -0.25470258               0.00000000             -55.63541847
         1        95         1        0.12737400        0.12722598               0.00000000              19.19494303
         1        96         1        0.13289200        0.13958151               0.00000000              19.19312844
         1        97         8       -0.23247000       -0.23852260               0.00000000             -55.63561207
         1        98         1        0.14792000        0.14258561               0.00000000              19.19382071
         1        99         1        0.14771600        0.14226036               0.00000000              19.19609062
         1       100         8       -0.26330200       -0.26170281               0.00000000             -55.63631918
         1       101         1        0.13854700        0.15070084               0.00000000              19.19569198
         1       102         1        0.13386200        0.13642299               0.00000000              19.19234276
         1       103         8       -0.27141800       -0.25857890               0.00000000             -55.63539395
         1       104         1        0.12843300        0.10263717               0.00000000              19.19026552
         1       105         1        0.13259400        0.15084076               0.00000000              19.19355923
         1       106         8       -0.29995900       -0.29741455               0.00000000             -55.63625548
         1       107         1        0.13513600        0.13678085               0.00000000              19.19566718
         1       108         1        0.13506700        0.12842791               0.00000000              19.19469877
         1       109         8       -0.29118900       -0.31717086               0.00000000             -55.63587951
         1       110         1        0.12599700        0.12748843               0.00000000              19.19704363
         1       111         1        0.14683700        0.15538943               0.00000000              19.19608180
         1       112         8       -0.26916100       -0.25677732               0.00000000             -55.63727378
         1       113         1        0.12850500        0.13730062               0.00000000              19.19325150
         1       114         1        0.13684900        0.15626666               0.00000000              19.19352432
         1       115         8       -0.30631800       -0.30366073               0.00000000             -55.63401887
         1       116         1        0.12392200        0.12811967               0.00000000              19.19418045
         1       117         1        0.11338100        0.12925814               0.00000000              19.19362043
         1       118         8       -0.22258000       -0.24446322               0.00000000             -55.63922724
         1       119         1        0.15955600        0.15810556               0.00000000              19.19406922
         1       120         1        0.14699600        0.13661881               0.00000000              19.19368958
         1       121         8       -0.27320200       -0.27219088               0.00000000             -55.63755793
         1       122         1        0.12985100        0.14493952               0.00000000              19.19496735
         1       123         1        0.13663200        0.15408204               0.00000000              19.19690452
         1       124         8       -0.27667500       -0.29161808               0.00000000             -55.63412483
         1       125         1        0.14269600        0.14415425               0.00000000              19.19519050
         1       126         1        0.14371700        0.14991424               0.00000000              19.19507861
         1       127         8       -0.26487900       -0.26051043               0.00000000             -55.63635468
         1       128         1        0.14608700        0.13440598               0.00000000              19.19189889
         1       129         1        0.14580900        0.15174317               0.00000000              19.19299339
         1       130         8       -0.31202700       -0.29594198               0.00000000             -55.63776623
         1       131         1        0.12192000        0.14225547               0.00000000              19.19199927
         1       132         1        0.13669200        0.14599726               0.00000000              19.19549550
         1       133         8       -0.30020400       -0.29092339               0.00000000             -55.63447342
         1       134         1        0.14110200        0.13525596               0.00000000              19.19460088
         1       135         1        0.12327600        0.13716001               0.00000000              19.19633077
         1       136         8       -0.28633800       -0.27630985               0.00000000             -55.63641419
         1       137         1        0.13539900        0.13390204               0.00000000              19.19306945
         1       138         1        0.14331400        0.14957446               0.00000000              19.19455259
         1       139         8       -0.24638000       -0.23064459               0.00000000             -55.63466963
         1       140         1        0.15747900        0.13227238               0.00000000              19.19425303
         1       141         1        0.13087800        0.11608946               0.00000000              19.19281690
         1       142         8       -0.28943900       -0.28314337               0.00000000             -55.63668234
         1       143         1        0.13096400        0.13130941               0.00000000              19.19318022
         1       144         1        0.12786100        0.13307953               0.00000000              19.19357290
         1       145         8       -0.30596200       -0.31005114               0.00000000             -55.63698433
         1       146         1        0.14191600        0.15965995               0.00000000              19.19404200
         1       147         1        0.13935300        0.13122976               0.00000000              19.19742257
         1       148         8       -0.30653600       -0.28507975               0.00000000             -55.63668576
         1       149         1        0.12557400        0.13864657               0.00000000              19.19402234
         1       150         1        0.13152800        0.12929624               0.00000000              19.19634451
         1       151         8       -0.32255900       -0.29435851               0.00000000             -55.63433879
         1       152         1        0.11950300        0.13050662               0.00000000              19.19351117
         1       153         1        0.11418200        0.13047100               0.00000000              19.19137682
         1       154         8       -0.29804500       -0.30729188               0.00000000             -55.63658275
         1       155         1        0.14733400        0.15623486               0.00000000              19.19686991
         1       156         1        0.12998900        0.13594269               0.00000000              19.19228836
         1       157         8       -0.23463800       -0.24527423               0.00000000             -55.63707489
         1       158         1        0.14837000        0.14695506               0.00000000              19.19381352
         1       159         1        0.14504900        0.14333141               0.00000000              19.19696600
         1       160         8       -0.28143600       -0.27723947               0.00000000             -55.63649441
         1       161         1        0.14650500        0.15893218               0.00000000              19.19655811
         1       162         1        0.13617000        0.14690356               0.00000000              19.19589146
         1       163         8       -0.30320800       -0.31430917               0.00000000             -55.63665561
         1       164         1        0.13664100        0.14424670               0.00000000              19.19333586
         1       165         1        0.13260400        0.12134754               0.00000000              19.19681205
         1       166         8       -0.34446000       -0.32674826               0.00000000             -55.63596397
         1       167         1        0.12072500        0.12895683               0.00000000              19.19503636
         1       168         1        0.11162600        0.13006671               0.00000000              19.19290230
         1       169         8       -0.30361700       -0.32312737               0.00000000             -55.63607268
         1       170         1        0.14816000        0.15217133               0.00000000              19.19429153
         1       171         1        0.13003000        0.12294361               0.00000000              19.19295590
         1       172         8       -0.29861700       -0.27634874               0.00000000             -55.63687095
         1       173         1        0.13471400        0.14071881               0.00000000              19.19372230
         1       174         1        0.12859900        0.12818208               0.00000000              19.19728641
         1       175         8       -0.25362300       -0.24638468               0.00000000             -55.63626574
         1       176         1        0.14759300        0.14855162               0.00000000              19.19377789
         1       177         1        0.15198500        0.15751193               0.00000000              19.19494490
         1       178         8       -0.28864000       -0.29002281               0.00000000             -55.63563172
         1       179         1        0.14096600        0.13816439               0.00000000              19.19736736
         1       180         1        0.14035700        0.15874237               0.00000000              19.19441755
         1       181         8       -0.28740000       -0.27903144               0.00000000             -55.63508484
         1       182         1        0.15241800        0.14307109               0.00000000              19.19658149
         1       183         1        0.14468900        0.11863834               0.00000000              19.19535011
         1       184         8       -0.26820700       -0.26353577               0.00000000             -55.63753342
         1       185         1        0.15112400        0.12585620               0.00000000              19.19067306
         1       186         1        0.14260200        0.13093299               0.00000000              19.19291046
         1       187         8       -0.23158200       -0.25523802               0.00000000             -55.63646502
         1       188         1        0.16052300        0.12475831               0.00000000              19.19303379
         1       189         1        0.15172800        0.13447897               0.00000000              19.19508921
         1       190         8       -0.26473200       -0.26832731               0.00000000             -55.63669287
         1       191         1        0.13533900        0.13528617               0.00000000              19.19729892
         1       192         1        0.14670900        0.14753732               0.00000000              19.19651239
         2         1         8       -0.26550400       -0.26501562               0.00000000             -55.63706585
         2         2         1        0.14204900        0.14097392               0.00000000              19.19505704
         2         3         1        0.12929300        0.13186953               0.00000000              19.19496711
         2         4         8       -0.29520100       -0.28045619               0.00000000             -55.63633691
         2         5         1        0.15637500        0.15809179               0.00000000              19.19644909
         2         6         1        0.14583600        0.12613606               0.00000000              19.19638400
         2         7         8       -0.27120300       -0.25175356               0.00000000             -55.63577397
         2         8         1        0.13313900        0.13210569               0.00000000              19.19772895
         2         9         1        0.13031300        0.14434370               0.00000000              19.19281377
         2        10         8       -0.27662200       -0.27978400               0.00000000             -55.63545520
         2        11         1        0.14154000        0.11922878               0.00000000              19.19422468
         2        12         1        0.14547800        0.08555676               0.00000000              19.19169345
         2        13         8       -0.30132300       -0.29624635               0.00000000             -55.63591869
         2        14         1        0.12671200        0.13982770               0.00000000              19.19358811
         2        15         1        0.12125200        0.14198369               0.00000000              19.19324444
         2        16         8       -0.27250700       -0.25269979               0.00000000             -55.63750007
         2        17         1        0.14007200        0.14008355               0.00000000              19.19387831
         2        18         1        0.14913600        0.14515591               0.00000000              19.19504009
         2        19         8       -0.26836600       -0.26130780               0.00000000             -55.63629124
         2        20         1        0.13760900        0.14875233               0.00000000              19.19595090
         2        21         1        0.13411700        0.10302079               0.00000000              19.19024375
         2        22         8       -0.30323700       -0.29862886               0.00000000             -55.63576299
         2        23         1        0.14023700        0.14633293               0.00000000              19.19585872
         2        24         1        0.12840700        0.14092784               0.00000000              19.19364831
         2        25         8       -0.29607100       -0.29811919               0.00000000             -55.63654712
         2        26         1        0.12665400        0.12416462               0.00000000              19.19897364
         2        27         1        0.12889800        0.13602052               0.00000000              19.19229999
         2        28         8       -0.33105700       -0.31742092               0.00000000             -55.63528104
         2        29         1        0.12193300        0.12444273               0.00000000              19.19414411
         2        30         1        0.12477500        0.12690160               0.00000000              19.19498196
         2        31         8       -0.28563800       -0.29586418               0.00000000             -55.63530627
         2        32         1        0.12996800        0.14293812               0.00000000              19.19253887
         2        33         1        0.13328700        0.12913202               0.00000000              19.19310313
         2        34         8       -0.26265700       -0.25620490               0.00000000             -55.63713395
         2        35         1        0.14188000        0.13339714               0.00000000              19.19271633
         2        36         1        0.16518700        0.16187046               0.00000000              19.19718779
         2        37         8       -0.25424700       -0.23841374               0.00000000             -55.63594862
         2        38         1        0.14807000        0.13253362               0.00000000              19.19290487
         2        39         1        0.13955900        0.14521711               0.00000000              19.19369916
         2        40         8       -0.29090700       -0.28244174               0.00000000             -55.63640546
         2        41         1        0.13570700        0.13375879               0.00000000              19.19349336
         2        42         1        0.13264400        0.13748720               0.00000000              19.19479705
         2        43         8       -0.28653900       -0.29673343               0.00000000             -55.63655184
         2        44         1        0.14402300        0.13746275               0.00000000              19.19277205
         2        45         1        0.13776200        0.13598193               0.00000000              19.19647305
         2        46         8       -0.27939200       -0.26265684               0.00000000             -55.63590580
         2        47         1        0.13578500        0.14264325               0.00000000              19.19301937
         2        48         1        0.14193000        0.13077475               0.00000000              19.19472908
         2        49         8       -0.27321100       -0.28601999               0.00000000             -55.63904644
         2        50         1        0.13239400        0.10683768               0.00000000              19.19450208
         2        51         1        0.12647900        0.14287232               0.00000000              19.19375814
         2        52         8       -0.24605000       -0.24906400               0.00000000             -55.63729493
         2        53         1        0.14343900        0.15479390               0.00000000              19.19319924
         2        54         1        0.14520400        0.14362585               0.00000000              19.19442446
         2        55         8       -0.29568600       -0.29094081               0.00000000             -55.63537782
         2        56         1        0.12318900        0.13300497               0.00000000              19.19464596
         2        57         1        0.12787900        0.12522619               0.00000000              19.19135348
         2        58         8       -0.25547000       -0.25232460               0.00000000             -55.63606264
         2        59         1        0.14767300        0.12832683               0.00000000              19.19352596
         2        60         1        0.15437900        0.15294913               0.00000000              19.19571424
         2        61         8       -0.26482200       -0.24733219               0.00000000             -55.63809599
         2        62         1        0.14156600        0.14276417               0.00000000              19.19631838
         2        63         1        0.14905700        0.15261775               0.00000000              19.19353051
         2        64         8       -0.28990300       -0.34037252               0.00000000             -55.63673985
         2        65         1        0.13944000        0.14896307               0.00000000              19.19567863
         2        66         1        0.12912300        0.12788711               0.00000000              19.19335210
         2        67         8       -0.27611000       -0.28914257               0.00000000             -55.63575853
         2        68         1        0.14216500        0.13974918               0.00000000              19.19436211
         2        69         1        0.16423000        0.15938038               0.00000000              19.19871275
         2        70         8       -0.22448900       -0.23576586               0.00000000             -55.63557255
         2        71         1        0.14749100        0.10001426               0.00000000              19.19169805
         2        72         1        0.13955100        0.15317268               0.00000000              19.19607709
         2        73         8       -0.23241900       -0.24744458               0.00000000             -55.63741801
         2        74         1        0.15711800        0.14196329               0.00000000              19.19277253
         2        75         1        0.15419000        0.15593859               0.00000000              19.19699084
         2        76         8       -0.29348600       -0.28755128               0.00000000             -55.63352321
         2        77         1        0.13488600        0.13862503               0.00000000              19.19864389
         2        78         1        0.11560500        0.10307237               0.00000000              19.19170108
         2        79         8       -0.30710300       -0.31736770               0.00000000             -55.63130325
         2        80         1        0.12420700        0.14293716               0.00000000              19.19315778
         2        81         1        0.10980100        0.11874351               0.00000000              19.19524812
         2        82         8       -0.28571000       -0.28029582               0.00000000             -55.63681391
         2        83         1        0.14959300        0.14140768               0.00000000              19.19544602
         2        84         1        0.14654100        0.12840553               0.00000000              19.19471829
         2        85         8       -0.27649000       -0.28283711               0.00000000             -55.63522046
         2        86         1        0.13681700        0.14211688               0.00000000              19.19497455
         2        87         1        0.12347800        0.10720511               0.00000000              19.19404918
         2        88         8       -0.22684100       -0.18706365               0.00000000             -55.63593638
         2        89         1        0.16834600        0.16441823               0.00000000              19.19863258
         2        90         1        0.16398600        0.15461736               0.00000000              19.19958089
         2        91         8       -0.25079800       -0.25532781               0.00000000             -55.63747671
         2        92         1        0.15431500        0.12948232               0.00000000              19.19285613
         2        93         1        0.14517600        0.13689356               0.00000000              19.19450559
         2        94         8       -0.26909500       -0.29528033               0.00000000             -55.63599607
         2        95         1        0.13556900        0.16077326               0.00000000              19.19593428
         2        96         1        0.13954600        0.14961800               0.00000000              19.19509003
         2        97         8       -0.22698000       -0.23575656               0.00000000             -55.63659806
         2        98         1        0.15164900        0.13022775               0.00000000              19.19587209
         2        99         1        0.16225600        0.14802272               0.00000000              19.19774418
         2       100         8       -0.27309300       -0.27005708               0.00000000             -55.63625368
         2       101         1        0.13428000        0.15812305               0.00000000              19.19487717
         2       102         1        0.13252800        0.13652175               0.00000000              19.19339706
         2       103         8       -0.27549400       -0.27237249               0.00000000             -55.63732709
         2       104         1        0.14339700        0.12912691               0.00000000              19.19343548
         2       105         1        0.14798600        0.13686550               0.00000000              19.19398210
         2       106         8       -0.28819800       -0.28324461               0.00000000             -55.63626013
         2       107         1        0.13239100        0.13433942               0.00000000              19.19540417
         2       108         1        0.14190000        0.13396816               0.00000000              19.19562647
         2       109         8       -0.30711700       -0.33544152               0.00000000             -55.63590427
         2       110         1        0.12039600        0.12832120               0.00000000              19.19689313
         2       111         1        0.14286600        0.16048839               0.00000000              19.19587965
         2       112         8       -0.26625500       -0.26040019               0.00000000             -55.63651965
         2       113         1        0.13200500        0.13242460               0.00000000              19.19244535
         2       114         1        0.14036400        0.15149223               0.00000000              19.19320731
         2       115         8       -0.30475500       -0.29489293               0.00000000             -55.63172322
         2       116         1        0.11916700        0.12895116               0.00000000              19.19372414
         2       117         1        0.11114200        0.12052842               0.00000000              19.19250590
         2       118         8       -0.24868500       -0.25348987               0.00000000             -55.63773025
         2       119         1        0.15165700        0.15343754               0.00000000              19.19466408
         2       120         1        0.14536000        0.13789705               0.00000000              19.19144405
         2       121         8       -0.26636400       -0.27012047               0.00000000             -55.63770722
         2       122         1        0.12340700        0.13782757               0.00000000              19.19448031
         2       123         1        0.14260400        0.16348135               0.00000000              19.19792035
         2       124         8       -0.26234000       -0.28850815               0.00000000             -55.63301569
         2       125         1        0.14747400        0.14908624               0.00000000              19.19717123
         2       126         1        0.14491300        0.14197996               0.00000000              19.19545691
         2       127         8       -0.26650500       -0.26638419               0.00000000             -55.63550185
         2       128         1        0.14403000        0.13011857               0.00000000              19.19215622
         2       129         1        0.14025500        0.12497311               0.00000000              19.19098742
         2       130         8       -0.30892700       -0.29017091               0.00000000             -55.63735746
         2       131         1        0.13075800        0.13383527               0.00000000              19.19284238
         2       132         1        0.13275900        0.13998240               0.00000000              19.19316736
         2       133         8       -0.31091100       -0.29182575               0.00000000             -55.63366271
         2       134         1        0.12846100        0.11106526               0.00000000              19.19301471
         2       135         1        0.11410900        0.13459033               0.00000000              19.19515726
         2       136         8       -0.27496700       -0.25495633               0.00000000             -55.63717961
         2       137         1        0.13753100        0.12558834               0.00000000              19.19366344
         2       138         1        0.15476500        0.15373808               0.00000000              19.19426265
         2       139         8       -0.24052800       -0.23199949               0.00000000             -55.63674419
         2       140         1        0.15663800        0.15687471               0.00000000              19.19559511
         2       141         1        0.14473700        0.12954780               0.00000000              19.19417293
         2       142         8       -0.28000800       -0.27071712               0.00000000             -55.63757091
         2       143         1        0.14697200        0.13461796               0.00000000              19.19335062
         2       144         1        0.13885600        0.14866734               0.00000000              19.19495081
         2       145         8       -0.27180800       -0.27002783               0.00000000             -55.63701826
         2       146         1        0.15530700        0.15624364               0.00000000              19.19507428
         2       147         1        0.14646300        0.13577655               0.00000000              19.19614056
         2       148         8       -0.30683700       -0.29630435               0.00000000             -55.63600855
         2       149         1        0.12574800        0.13007475               0.00000000              19.19276380
         2       150         1        0.12624400        0.12868496               0.00000000              19.19751334
         2       151         8       -0.32003900       -0.31741204               0.00000000             -55.63560341
         2       152         1        0.12580500        0.13325355               0.00000000              19.19391586
         2       153         1        0.12109400        0.13214911               0.00000000              19.19155824
         2       154         8       -0.29000900       -0.30000110               0.00000000             -55.63632084
         2       155         1        0.14818800        0.15943110               0.00000000              19.19672617
         2       156         1        0.12929500        0.13425771               0.00000000              19.19306365
         2       157         8       -0.23353700       -0.24460394               0.00000000             -55.63717912
         2       158         1        0.14489700        0.13700093               0.00000000              19.19561135
         2       159         1        0.14996300        0.13709811               0.00000000              19.19535695
         2       160         8       -0.29603500       -0.27226135               0.00000000             -55.63671725
         2       161         1        0.13793200        0.16089769               0.00000000              19.19570776
         2       162         1        0.12884000        0.13184646               0.00000000              19.19591005
         2       163         8       -0.28646700       -0.29600387               0.00000000             -55.63592661
         2       164         1        0.13107200        0.13279903               0.00000000              19.19272991
         2       165         1        0.13358900        0.12042114               0.00000000              19.19525892
         2       166         8       -0.33464200       -0.30477035               0.00000000             -55.63587427
         2       167         1        0.11541600        0.12926883               0.00000000              19.19562824
         2       168         1        0.11822400        0.13944868               0.00000000              19.19328606
         2       169         8       -0.31047800       -0.32549221               0.00000000             -55.63630080
         2       170         1        0.14398100        0.15049428               0.00000000              19.19607095
         2       171         1        0.12371900        0.11927844               0.00000000              19.19255238
         2       172         8       -0.29885800       -0.27789056               0.00000000             -55.63578247
         2       173         1        0.13356300        0.14240276               0.00000000              19.19467229
         2       174         1        0.12053600        0.12544526               0.00000000              19.19564848
         2       175         8       -0.24492200       -0.24824968               0.00000000             -55.63684355
         2       176         1        0.15956600        0.15406398               0.00000000              19.19532247
         2       177         1        0.15860000        0.16184265               0.00000000              19.19501873
         2       178         8       -0.29054700       -0.27566084               0.00000000             -55.63566910
         2       179         1        0.14332100        0.15373988               0.00000000              19.19832501
         2       180         1        0.14248500        0.15313124               0.00000000              19.19606646
         2       181         8       -0.28614400       -0.29224984               0.00000000             -55.63512731
         2       182         1        0.14135800        0.13786440               0.00000000              19.19485919
         2       183         1        0.14788400        0.13020105               0.00000000              19.19484225
         2       184         8       -0.26995500       -0.24913918               0.00000000             -55.63925661
         2       185         1        0.15652300        0.15461608               0.00000000              19.19329140
         2       186         1        0.14698600        0.12757967               0.00000000              19.19309700
         2       187         8       -0.26498800       -0.28007798               0.00000000             -55.63648997
         2       188         1        0.15070300        0.14542338               0.00000000              19.19422449
         2       189         1        0.14434600        0.13537295               0.00000000              19.19390129
         2       190         8       -0.27662100       -0.27826340               0.00000000             -55.63774987
         2       191         1        0.14809900        0.15588999               0.00000000              19.19613670
         2       192         1        0.15713000        0.14639477               0.00000000              19.19921059
