   1    1        1.600576254       2.867155631       2.236549902
   1    2        0.996835919       1.593036723       1.311310322
   1    3        1.090513562       2.133349322       1.620294301
   1    4        0.747367797       1.233529215       1.003249572
   1    5        0.540114700       1.299872559       0.890652100
   1    6        0.474602015       0.807074578       0.640106670
   1    7        0.257829458       0.726281747       0.446257940
   1    8        0.317385400       0.531413240       0.419102234
   1    9        0.291442624       0.458061298       0.360585878
   1   10        0.297688778       0.913088868       0.522802898
   1   11        0.230484549       0.336417878       0.273395285
   1   12        0.187092859       0.522817423       0.290812940
   1   13        0.156921965       0.232761072       0.197073501
   1   14        0.089579505       0.276826235       0.158087766
   1   15        0.042451717       0.131506972       0.088975862
   1   16        0.014623506       0.142204309       0.056868830
   1   17        0.002244770       0.033107960       0.016690085
   1   18        0.010529205       0.033634832       0.019884141
   1   19        0.002936679       0.034031111       0.015907385
   1   20        0.074590033       0.213807405       0.135037166
   1   21        0.006292617       0.039410371       0.016404129
   1   22        0.000816368       0.014186072       0.005613650
   1   23        0.044601341       0.134831355       0.076252020
   1   24        0.001230676       0.008973779       0.003596367
   1   25        0.001824276       0.007988765       0.003468592
   1   26        0.016965801       0.040090379       0.024282306
   1   27        0.001409904       0.004112913       0.002464648
   2    1        2.087587873       3.235335019       2.622620644
   2    2        0.689040088       1.250971905       0.949047731
   2    3        1.565709262       2.533971344       2.006499145
   2    4        0.441893218       0.885719899       0.644732063
   2    5        0.992777011       1.686014812       1.280213341
   2    6        0.182242031       0.465734343       0.295603402
   2    7        0.680486714       1.099011737       0.838204467
   2    8        0.057068000       0.193792331       0.104396042
   2    9        0.605306210       0.904368029       0.721171755
   2   10        0.252593632       0.776968773       0.453716733
   2   11        0.484940250       0.646457987       0.546790571
   2   12        0.138849696       0.587218381       0.293036059
   2   13        0.325959571       0.451941281       0.394147002
   2   14        0.036399663       0.395902585       0.154620509
   2   15        0.114339299       0.237809062       0.177951724
   2   16        0.001447440       0.190790929       0.037478430
   2   17        0.005034318       0.031224681       0.014502247
   2   18        0.000134809       0.002147233       0.000576358
   2   19        0.105512142       0.298582526       0.183836170
   2   20        0.004177825       0.017653357       0.009341044
   2   21        0.012401531       0.046772063       0.028882994
   2   22        0.033849626       0.120006691       0.066556822
   2   23        0.027605236       0.081412915       0.047141077
   2   24        0.001999520       0.016273449       0.005677270
   2   25        0.000030254       0.000831001       0.000197752
   2   26        0.024066922       0.095741027       0.045515072
   2   27        0.014210732       0.070835800       0.031162798
   2   28        0.000103320       0.001845680       0.000564100
   2   29        0.011784972       0.025896045       0.016612234
   2   30        0.006713044       0.022002675       0.011138664
        0.1060870000        0.1829770000
       -0.3551450000       -0.1910140000
